SC_CODE,SC_NAME,OPEN,HIGH,LOW,CLOSE
533170,TAMBOLI CAP ,48.15,50.1,48.1,48.3
533172,IVZINGOLD   ,4361.0,4419.0,4358.55,4404.28
533177,IL&FS TRANS ,2.33,2.44,2.32,2.37
533178,PRADIPOVERS ,1.06,1.06,1.0,1.06
533179,PERSISTENT  ,2375.0,2405.35,2333.2,2391.05
533181,INTRASOFT   ,80.9,83.0,79.65,80.2
533189,GOENKA DIAM ,1.33,1.37,1.32,1.32
533192,KCP SUGAR IN,21.1,21.8,20.65,21.05
533193,KIRLOSKAR EL,19.7,19.7,18.41,18.65
533202,NEH         ,2.19,2.21,1.92,2.2
533203,TARAPUR TRA ,5.44,5.44,4.95,5.43
533204,GBGLOBAL    ,10.37,10.37,9.4,10.29
533206,SJVN        ,27.0,27.2,26.5,26.65
533207,JPINFRATEC  ,1.96,1.98,1.95,1.98
533208,EMAMI PAPER ,127.85,130.05,124.1,126.9
533210,KRITI NUTRI ,44.0,45.0,43.8,44.05
533212,GKB OPHTHA  ,68.5,70.65,62.8,64.0
533217,HMVL        ,69.0,72.5,68.6,70.3
533218,EMAMIREAL   ,53.0,53.6,48.0,49.0
533221,ASIAN HTL W ,195.2,200.0,195.2,199.45
533227,ASIAN HTL E ,154.6,155.15,152.8,155.15
533229,BAJAJCON    ,275.05,285.75,275.05,278.5
533230,HDFCMFGETF  ,43.2,43.5,43.12,43.23
533239,PRAKASHSTL  ,0.96,0.96,0.92,0.92
533244,ICICIGOLD   ,43.65,44.05,43.01,43.15
533248,GPPL        ,105.15,106.2,103.5,104.35
533252,WELSPUN INV ,409.95,410.0,385.0,401.4
533257,INDOSOLAR   ,1.95,1.95,1.82,1.88
533259,SASTASUNDR  ,206.5,208.65,196.85,203.3
533260,CAREERP     ,132.65,133.4,132.0,133.3
533261,EROS MEDIA  ,23.15,23.8,23.15,23.5
533262,RAMKY INFRA ,75.85,78.0,75.85,78.0
533263,GREENPOWER  ,2.28,2.31,2.23,2.29
533265,GALLISPAT   ,50.4,51.05,49.1,50.55
533267,CANTABIL    ,372.0,378.0,363.95,369.3
533268,SEATV       ,1.44,1.44,1.44,1.44
533269,VATECH WABA ,277.9,283.55,272.55,276.15
533270,BEDMUTHA IN ,23.4,23.4,22.6,23.05
533271,ASHOKA      ,86.0,88.25,86.0,87.25
533272,CEBBCO      ,23.1,23.2,21.0,21.95
533273,OBEROI REAL ,600.0,633.55,594.65,611.45
533274,PRESTIGE    ,267.2,271.2,267.0,267.85
533275,GYSCOAL     ,3.19,3.19,3.04,3.04
533278,COAL INDIA  ,147.5,149.6,146.95,147.2
533282,GRAVITA     ,109.5,110.55,105.35,106.3
533284,RPP INFRA   ,71.55,73.9,68.25,69.75
533285,RDB REALTY  ,20.55,21.9,19.5,20.1
533286,MOIL LTD    ,172.9,173.0,167.3,168.1
533287,ZEE LEARN   ,11.55,11.55,11.36,11.42
533289,KESAR TERMI ,44.4,44.4,41.2,42.95
533292,A2ZINFRA    ,4.25,4.4,4.15,4.24
533293,KIRLOIL ENG ,213.2,214.35,207.4,208.45
533294,RAVI KUMAR  ,10.5,10.5,9.24,9.26
533295,PUNJABNSIND ,20.7,20.8,20.3,20.45
533296,FMNL        ,13.9,14.9,13.9,14.35
533298,SURANASOL   ,10.15,10.3,9.51,9.93
533302,KALYANI INV ,1660.05,1703.0,1660.05,1663.45
533303,BF INVEST   ,332.05,332.95,323.15,325.4
533306,SUMMIT SECU ,590.45,594.45,565.5,578.55
533315,INNO INVEST ,8.65,8.68,8.02,8.56
533316,STEL        ,85.5,85.5,81.7,84.4
533320,JUBILNT IND ,306.5,306.5,294.0,295.75
533326,TEXMACO RAIL,30.8,31.25,29.25,29.4
533329,IND TERRAIN ,35.4,35.4,33.0,35.4
533333,FINEOTEX  CH,79.0,84.55,79.0,83.45
533336,DHUNINV     ,380.0,380.0,357.95,375.65
533339,ZEN TECH    ,73.95,75.45,73.95,74.2
533343,LOVABLE     ,99.2,104.5,94.0,102.3
533344,PTCFIN SER  ,19.0,19.4,18.95,19.0
533385,N100        ,974.45,977.29,966.46,973.26
533393,TCI DEVELP  ,307.25,314.15,300.15,302.7
533398,MUTHOOT FIN ,1262.65,1278.55,1261.8,1265.15
533400,FCONSUMER   ,6.69,7.25,6.67,6.82
533407,CIL NOVA    ,16.09,16.09,14.65,15.66
533408,BSLGOLDETF  ,4421.0,4428.0,4418.2,4428.0
533427,VMS INDUSTR ,8.83,9.0,8.4,8.59
533451,KARMA ENERG ,14.26,14.49,13.55,14.06
533452,EBIXFOREX   ,661.3,728.2,637.65,728.2
533470,RUSHIL DECOR,278.0,279.8,278.0,279.8
533477,ENKEI WHEEL ,313.0,315.8,308.25,310.0
533482,KRIINFRA    ,4.01,4.15,3.93,4.07
533506,INVENTURE   ,33.25,33.5,32.7,33.0
533519,LNT FH      ,91.05,91.9,90.55,90.95
533520,YAARII      ,108.0,111.05,107.4,111.05
533540,TREE HOUSE  ,8.0,8.0,7.63,8.0
533543,BROOKS LABS ,93.05,96.7,91.2,96.0
533552,RUPA & CO   ,324.1,329.0,318.4,320.35
533553,TD POWER    ,200.0,200.15,185.0,186.75
533570,AXISGOLD    ,42.3,42.34,42.0,42.1
533573,ALEM PHARMA ,970.0,974.8,954.5,956.8
533576,VASWANI IND ,13.15,13.15,12.25,12.26
533581,PG ELECTRO  ,355.6,356.15,355.6,356.15
533602,LESHAIND    ,1.9,1.9,1.79,1.79
533605,SETUINFRA   ,0.9,0.92,0.86,0.91
533608,RDB RASAYAN ,84.45,84.7,82.25,82.65
533629,TIJARIA PPL ,7.06,7.35,6.9,7.28
533632,ONELIFE CAP ,7.9,7.95,7.55,7.95
533638,FLEXITUFF   ,24.8,27.3,24.8,27.25
533644,UJAAS       ,2.7,2.75,2.7,2.72
533655,TRIVENITURB ,99.15,99.45,98.1,98.5
533676,INDO THAI   ,51.0,54.7,51.0,52.05
533704,ESSAR SHIP  ,9.3,9.41,9.06,9.1
533719,IDBIGOLD    ,4412.7,4412.7,4403.35,4403.35
533758,APL APOLLO  ,1275.4,1283.0,1245.6,1252.7
533761,GPT INFRA   ,44.5,44.5,43.1,43.15
533896,FERVENTSYN  ,15.45,16.6,15.45,16.14
533941,TSIL        ,6.35,6.35,6.25,6.25
533982,TERASOFTWARE,47.1,47.1,42.5,43.4
534060,PMCFIN      ,1.58,1.58,1.52,1.58
534063,FUT SOL     ,23.8,23.8,23.8,23.8
534064,AIML        ,15.5,15.5,15.5,15.5
534076,ORIENT REF  ,319.3,322.0,308.3,311.95
534091,MCX LTD     ,1623.0,1663.0,1609.65,1624.85
534139,SCHNEIDER   ,105.0,107.85,104.45,104.9
534190,OLYMPIC     ,3.4,3.4,3.4,3.4
534309,NBCC        ,49.6,50.2,49.0,49.25
534312,MT EDUCARE  ,7.56,7.56,7.38,7.46
534328,HEXATRADEX  ,119.65,119.65,116.55,119.65
534369,TBZ LTD     ,77.15,81.75,76.0,78.05
534392,VSSL        ,202.0,204.0,196.7,198.95
534422,LOOKS       ,9.03,9.03,9.0,9.0
534425,SPECIALITY R,43.4,46.85,43.2,46.35
534532,LYPSA GEMS  ,4.06,4.18,4.06,4.09
534563,MAX ALERT   ,3.96,3.96,3.96,3.96
534597,RTNINDIA    ,18.25,18.25,17.1,18.25
534598,SEPOWER     ,6.2,6.21,5.93,6.01
534600,JTL INFRA   ,504.5,505.25,490.0,497.75
534612,AMTL        ,10.45,10.82,10.45,10.82
534615,NECC LTD    ,10.35,10.38,10.0,10.27
534618,SAREL       ,88.7,90.2,86.0,90.2
534623,JUPITER INFO,27.25,27.4,26.9,27.05
534674,DUCON       ,7.4,7.4,6.81,6.9
534675,PROZONINTU  ,19.6,19.9,19.3,19.4
534680,SRG HFL     ,193.5,193.5,183.1,189.9
534691,COMFORT COM ,7.99,8.4,7.72,8.4
534707,ADITRI      ,1.25,1.26,1.25,1.26
534731,BRONZE INFRA,0.35,0.35,0.35,0.35
534732,INTELL ADV  ,2.78,2.78,2.78,2.78
534741,VIRTUAL GLO ,0.66,0.69,0.66,0.66
534742,ZUARI AGRO  ,96.2,99.5,96.2,97.85
534748,STEEL EXCH  ,65.1,65.2,63.0,64.4
534755,TRIO MERCAN ,4.0,4.0,3.73,3.73
534758,CIGNITI TECH,428.55,435.0,409.0,419.35
534796,CDG         ,19.95,21.95,19.95,21.95
534804,CARERATING  ,554.0,558.0,550.25,551.45
534809,PC JEWELLER ,26.35,28.1,26.3,26.9
534816,INDUSTOWER  ,245.0,246.15,242.4,245.2
534976,VMART       ,2685.0,2728.7,2678.7,2704.95
535136,NIBE        ,34.7,37.95,34.7,36.05
535204,MUKTA       ,2.0,2.0,2.0,2.0
535205,MYSTICELE   ,2.9,2.9,2.71,2.9
535267,COM FINCAP  ,10.34,10.85,9.83,9.83
535276,SBISENSEX   ,519.03,528.0,519.03,526.93
535322,REPCO HOME  ,342.7,346.5,340.65,343.55
535387,LAKHOTIA POL,7.84,7.84,7.84,7.84
535458,NRB IND BEA ,20.85,20.9,19.35,19.4
535566,KIFS FSL    ,35.55,40.5,35.55,39.25
535601,SREELEATHER ,155.6,158.0,148.65,153.15
535602,SHARDA MOTOR,381.7,399.0,380.0,392.95
535620,BINNY MILLS ,65.0,66.0,62.7,66.0
535621,SV GLOBAL   ,43.05,46.6,43.05,45.5
535648,JUSTDIAL    ,799.8,828.5,780.0,796.5
535657,OONE        ,3.72,3.72,3.5,3.58
535667,IFINSEC     ,15.36,15.36,15.36,15.36
535693,BRAHM INFRA ,16.5,16.5,15.0,15.45
535719,QUEST SOFTEC,2.45,2.45,2.41,2.41
535730,KHOOBSURAT  ,0.24,0.24,0.24,0.24
535754,ORIENT CEM  ,136.8,141.7,135.0,139.15
535755,ABFRL       ,185.15,189.95,184.4,188.6
535789,IBUL HSG FIN,212.95,221.7,211.9,215.45
536170,KUSHAL      ,4.47,4.65,4.47,4.56
536264,TIGER LOGS  ,43.05,43.85,42.3,42.75
536493,JKAGRI GEN  ,775.0,800.0,775.0,787.4
536507,FUTLIF FAS  ,52.2,54.5,51.3,53.65
536565,TRIMURTHI   ,9.35,9.35,9.35,9.35
536659,PVVINFRA    ,5.19,5.25,4.75,5.12
536672,VCU DATA    ,6.69,6.69,6.69,6.69
536709,INDRENEW    ,10.38,10.6,10.1,10.49
536738,STELLAR CAP ,2.8,2.8,2.8,2.8
536751,FIVEXTRADE  ,0.76,0.76,0.76,0.76
536846,YURANUS INFR,9.12,9.12,9.0,9.06
536868,INTEGRA TELE,38.2,40.1,38.2,40.1
536960,M100        ,26.76,26.78,26.36,26.65
536974,CAPTAIN POLY,43.0,43.9,40.2,42.45
537007,ICICINIFTY  ,159.76,161.39,159.0,161.03
537008,ICICINF100  ,164.5,178.0,162.12,164.49
537069,ARNOLD HOLD ,19.5,19.5,19.5,19.5
537253,SUNIL HEALTH,34.0,34.0,31.5,33.5
537254,RCI IND     ,10.8,10.8,10.06,10.06
537259,SUYOG TELE  ,429.05,430.0,425.0,426.65
537291,NATH BIOGEN ,418.55,445.0,418.0,422.35
537292,AGRI TECH   ,46.05,46.05,42.35,43.6
537524,VIAANINDUS  ,1.32,1.32,1.32,1.32
537536,DENIS CHEM  ,57.85,57.85,55.3,56.05
537573,POLYMAC     ,11.6,11.6,11.6,11.6
537707,ETT LTD     ,36.0,36.0,34.3,34.3
537708,KOTAKNIFTY  ,156.5,158.3,156.5,158.25
537750,KIRAN VYPAR ,109.95,114.95,104.2,109.7
537766,BCP LTD     ,3.5,3.59,3.45,3.5
537785,RACE        ,230.0,230.0,221.0,225.75
537800,MANGALAM IND,0.64,0.64,0.64,0.64
537820,VFL         ,1.0,1.08,1.0,1.08
537839,PHOENIX TN  ,12.63,13.25,12.63,13.25
537840,RAUNAQEPC   ,23.3,23.3,21.6,23.25
538019,OBI LTD     ,7.2,7.2,6.7,7.13
538057,CPSE ETF    ,25.15,25.17,24.95,25.08
538092,JOONKTOLLEE ,117.25,122.0,117.2,117.25
538119,RNB DENIMS  ,58.0,59.95,55.1,59.8
538180,GOLD LINE   ,0.32,0.32,0.31,0.32
538212,SHARP INV   ,0.38,0.38,0.36,0.38
538268,WONDERLA    ,195.15,198.8,191.7,193.55
538351,AFEL        ,17.4,17.4,17.4,17.4
538365,INCREDIBLE  ,27.8,27.85,25.6,25.9
538401,MAESTROS ELE,64.95,70.75,64.95,70.75
538433,CLASSIC     ,0.35,0.35,0.33,0.33
538446,MONEYBOXX   ,69.0,69.0,64.05,67.0
538464,TPROJECT    ,1.61,1.61,1.61,1.61
538476,CTL         ,5.11,5.5,5.11,5.24
538521,CROWNTOURS  ,18.8,18.8,17.8,18.4
538539,JTAPARIA    ,1.25,1.25,1.22,1.25
538540,RLFL        ,0.34,0.34,0.34,0.34
538542,GOLDCOINHF  ,3.57,3.57,3.57,3.57
538546,BANSAL ROOF ,140.0,140.0,140.0,140.0
538562,SKIPPER     ,63.0,64.0,58.55,59.5
538564,JAMESWARREN ,161.85,161.85,147.45,148.6
538565,VISTARAMAR  ,66.4,66.4,61.35,63.4
538566,APOLLOTRI   ,1220.0,1240.0,1190.2,1200.1
538567,GULFOIL LUB ,699.35,721.0,692.8,707.5
538569,TRIVENI ENT ,16.15,17.0,15.7,15.75
538597,TTIENT      ,2.05,2.05,2.02,2.02
538598,VISHAL      ,47.0,47.8,44.6,45.65
538607,TOYAMIND    ,1.56,1.56,1.56,1.56
538611,RTFL        ,5.9,6.19,5.9,6.19
538634,VRL         ,103.0,103.0,93.45,94.2
538635,SNOWMAN     ,53.0,53.95,52.0,52.7
538646,QGO         ,19.0,19.0,18.05,18.05
538666,SHARDACROP  ,339.0,349.5,335.15,347.25
538668,NAYSAA      ,23.6,23.6,23.6,23.6
538683,NETFSENSEX  ,537.32,543.19,537.32,542.02
538685,SHEMAROO    ,101.05,101.05,94.8,96.15
538706,ULTRACAB    ,141.0,146.0,138.15,140.0
538708,ETIL        ,2.92,3.02,2.92,3.02
538713,ATISHAY     ,31.0,31.5,30.0,30.2
538714,SUCHITRA    ,42.2,42.2,42.2,42.2
538715,DHABRIYA    ,73.9,73.9,68.0,68.7
538716,ARYACAPM    ,40.6,40.6,40.6,40.6
538730,PDSMFL      ,765.0,777.0,757.5,772.25
538732,VGCL        ,45.55,45.55,45.55,45.55
538733,STARLIT     ,15.11,16.5,15.11,15.9
538734,CEINSYSTECH ,150.0,151.7,128.1,143.7
538742,PANACHE     ,16.95,16.95,16.95,16.95
538743,MUDUNURU    ,4.67,4.67,4.67,4.67
538765,JSHL        ,5.9,5.9,5.9,5.9
538770,CRANE INFRA ,4.47,4.47,4.26,4.26
538772,NIYOGIN     ,67.25,70.0,67.25,69.8
538778,AKASHDEEP   ,36.75,36.75,33.3,36.15
538786,CIL         ,4.81,4.81,4.8,4.8
538787,GBFL        ,3.35,3.35,3.07,3.2
538788,GILADAFINS  ,38.7,38.7,35.1,36.85
538795,SAPPL       ,321.1,349.7,320.0,329.15
538812,AANCHALISP  ,5.3,5.37,5.05,5.25
538833,ANUBHAV     ,4.0,4.0,4.0,4.0
538834,MEL         ,2.85,2.85,2.85,2.85
538835,INTELLECT   ,767.9,769.0,756.05,761.7
538836,MONTECARLO  ,267.55,267.75,263.0,265.25
538837,JSTL        ,90.05,91.7,88.2,88.25
538860,PANAFIC     ,0.25,0.25,0.25,0.25
538868,CSL         ,19.25,19.25,18.95,18.95
538882, EMERALD    ,18.05,19.4,18.05,18.05
538890,MKEXIM      ,31.95,31.95,30.1,30.35
538891,MCLOUD      ,62.2,62.3,57.5,60.9
538896,KANCHI      ,1082.0,1129.8,1080.0,1106.8
538902,DHUN TEAIND ,321.0,330.4,317.8,323.7
538920,SPACEAGE    ,47.6,47.6,47.6,47.6
538922,COSYN       ,20.75,20.9,20.0,20.15
538928,KARNAVATI   ,18.8,18.8,17.91,17.92
538935,ABHIFIN     ,12.81,12.81,12.81,12.81
538942,MERCANTILE  ,17.0,18.0,15.6,17.0
538943,SONAL       ,15.2,15.2,15.2,15.2
538952,ALFL        ,0.73,0.73,0.68,0.68
538961,GENUSPAPER  ,8.9,9.19,8.84,8.94
538962,MINDACORP   ,114.0,114.65,109.4,110.85
538964,MERCURYLAB  ,784.9,784.9,735.0,758.05
538965,CONCORD     ,35.75,36.0,33.75,35.65
538970,MANVIJAY    ,75.5,76.0,71.5,74.1
538979,GRNLAM IND  ,1155.8,1155.8,1121.0,1135.3
538987,TALBROSENG  ,163.35,163.35,155.5,157.4
539006,PTCIL       ,1610.0,1649.0,1551.0,1633.9
539009,GBLIL       ,1.91,1.91,1.91,1.91
539012,MEGRISOFT   ,23.1,23.1,23.1,23.1
539013,GITARENEW   ,45.25,45.25,45.25,45.25
539015,ORTEL       ,1.0,1.0,1.0,1.0
539016,NEIL        ,6.36,6.7,6.25,6.44
539017,STARHFL     ,92.0,92.7,87.4,91.8
539018,BEEKAY      ,346.1,360.0,346.1,347.7
539026,SSPNFIN     ,8.15,8.38,7.72,8.02
539031,SETFBSE100  ,160.49,160.79,156.5,159.75
539032,FRASER      ,6.15,6.15,6.09,6.09
539040,TTIL        ,3.69,3.73,3.46,3.73
539041,SVPHOUSING  ,7.85,7.85,7.85,7.85
539042,AGIIL       ,70.9,72.0,70.8,71.7
539043,BKMINDST    ,1.03,1.03,1.02,1.02
539044,MANAKSTELTD ,26.25,26.3,25.0,25.55
539045,MNKALCOLTD  ,18.93,18.93,18.93,18.93
539046,MNKCMILTD   ,16.9,16.9,15.55,15.65
539056,IMAGICAA    ,7.0,7.2,6.99,7.09
539083,INOXWIND    ,77.0,77.0,74.55,75.2
539096,AANANDALAK  ,4.89,4.89,4.8,4.8
539097,HKG         ,57.5,58.35,54.0,54.2
539099,ATHCON      ,5.99,6.04,5.99,6.04
539110,NORTHLINK   ,22.65,22.65,22.65,22.65
539111,SHESHAINDS  ,9.36,9.36,9.0,9.01
539112,SAB         ,26.5,26.5,26.4,26.5
539113,PML         ,1355.0,1400.0,1320.0,1360.45
539118,VRLLOG      ,248.9,255.25,241.9,243.9
539120,BFFL        ,12.73,12.73,12.73,12.73
539122,BODHTREE    ,31.7,32.0,29.0,29.7
539126,MEP         ,18.35,20.5,18.05,19.7
539132,VEGETABLE   ,3.96,3.96,3.7,3.96
539141,UFO         ,76.05,79.9,76.05,78.65
539142,NIFTYEES    ,18580.1,19607.0,18580.1,19607.0
539143,PANTH       ,9.75,10.08,9.7,9.87
539148,SHIVALIK    ,756.35,756.35,731.05,735.65
539149,ICSL        ,3.65,3.65,3.31,3.62
539150,PNCINFRA    ,248.8,252.8,245.5,249.55
539151,ARFIN       ,76.6,82.85,75.15,76.9
539174,HELPAGE     ,11.27,11.27,10.95,10.95
539175,INDRAIND    ,9.45,9.45,9.45,9.45
539176,HAWAENG     ,31.95,31.95,31.1,31.1
539177,AIIL        ,379.4,386.95,372.0,386.95
539195,POEL        ,45.85,46.1,44.0,46.1
539196,AEL         ,15.9,16.59,13.1,14.56
539197,DEVHARI     ,0.64,0.68,0.64,0.65
539199,MOONGIPASEC ,2.53,2.53,2.53,2.53
539201,SATIA       ,86.4,87.25,84.25,84.6
539216,GARMNTMNTR  ,86.1,90.0,86.0,86.1
539217,SRESTHA     ,2.28,2.39,2.28,2.39
539219,MUL         ,15.75,16.48,14.97,15.07
539220,MISHKA      ,28.5,28.9,28.5,28.65
539221,SPORTKING   ,2049.0,2090.0,1929.45,1937.0
539222,VMV         ,8.39,8.39,7.9,8.2
539223,AMBITION    ,5.35,5.35,5.35,5.35
539225,JIYAECO     ,5.0,5.2,5.0,5.1
539226,RUDRA       ,33.05,34.0,32.0,34.0
539227,LOYAL       ,27.1,29.0,27.1,27.55
539228,GGPL        ,31.1,31.1,28.65,29.7
539229,MRSS        ,7.19,7.19,6.95,7.15
539235,GPL         ,265.4,265.4,260.25,260.25
539251,BALKRISHNA  ,22.75,22.75,22.75,22.75
539252,SCFL        ,9.0,9.12,8.34,8.59
539254,ADANITRANS  ,1414.0,1455.2,1414.0,1454.25
539255,STARDELTA   ,85.0,85.0,81.65,82.2
539267,DRHABEEB    ,34.4,36.1,32.7,32.7
539268,SYNGENE     ,576.3,581.45,569.7,571.05
539273,PECOS       ,21.25,21.25,21.25,21.25
539274,BLFL        ,3.6,3.6,3.59,3.6
539275,MSL         ,73.9,73.9,68.05,73.9
539276,KAYA        ,282.9,288.0,278.15,281.75
539278,SYMBIOX     ,0.9,0.9,0.86,0.86
539287,ORTINLAABS  ,29.1,30.15,29.1,29.25
539289,MJCO        ,78.0,78.3,75.0,77.0
539290,BINDALAGRO  ,20.2,20.3,19.25,19.7
539291,OZONEWORLD  ,22.9,22.9,22.9,22.9
539300,AKSPINTEX   ,25.5,25.5,25.0,25.0
539301,ARVSMART    ,97.95,102.5,97.95,101.5
539302,POWERMECH   ,589.55,612.0,589.55,596.45
539309,RAMASTEEL   ,75.95,76.0,73.05,74.0
539310,THINKINK    ,32.0,33.85,31.35,33.1
539312,UTISENSETF  ,524.9,524.9,522.52,524.36
539313,UTINIFTETF  ,1565.0,1578.0,1565.0,1578.0
539331,VETO        ,127.8,130.0,123.7,127.6
539332,NAVKARCORP  ,42.9,43.85,41.5,41.7
539334,SHREEPUSHK  ,177.1,179.55,173.35,176.95
539336,GUJGAS      ,511.25,521.45,505.05,512.15
539346,SADBHIN     ,21.25,22.25,21.25,22.0
539353,SALAUTO     ,170.0,170.0,165.0,165.0
539354,POLYSPIN    ,55.0,58.0,53.7,56.25
539359,PRITIKAUTO  ,15.83,15.84,14.8,15.59
539363,SKC         ,4.6,4.69,4.28,4.69
539378,SML         ,30.65,33.35,30.65,30.65
539383,MINFY       ,3.3,3.3,3.1,3.3
539384,KRISHNACAP  ,4.65,4.7,4.65,4.7
539391,ACME        ,14.25,14.25,14.0,14.0
539399,BELLACASA   ,127.9,138.3,127.15,131.75
539400,MALLCOM     ,633.9,639.95,615.6,625.8
539401,PJL         ,76.0,76.0,76.0,76.0
539403,ARAMBHAN    ,4.94,4.95,4.94,4.95
539404,SATIN       ,84.65,84.75,83.0,83.45
539407,GENCON      ,44.5,44.5,43.25,44.0
539408,KUBERJI     ,0.79,0.79,0.79,0.79
539428,TEJNAKSH    ,64.3,64.45,57.9,60.15
539436,COFFEEDAY   ,25.9,26.65,24.6,25.35
539437,IDFCFIRSTB  ,55.5,57.7,55.35,57.35
539447,BEARDSELL   ,13.8,13.8,12.56,12.7
539448,INDIGO      ,1667.5,1703.1,1667.5,1692.35
539450,SHK         ,147.5,154.8,147.5,153.55
539455,ARYAVAN     ,15.2,15.2,15.2,15.2
539469,PANORAMA    ,42.05,42.05,41.0,41.0
539470,SHREEGANES  ,127.4,127.4,117.1,119.55
539479,GTV         ,22.2,24.15,22.2,24.15
539480,LICNETFN50  ,190.68,190.68,190.68,190.68
539487,LICNETFSEN  ,555.0,559.5,550.5,558.77
539506,ADCON       ,6.13,6.13,6.13,6.13
539515,QUINT       ,306.0,324.9,306.0,311.15
539516,HDFCNIFETF  ,155.55,161.9,155.55,159.85
539517,SXETF       ,534.39,535.95,526.1,528.84
539518,UDAYJEW     ,112.9,112.9,105.4,106.7
539519,MAYUKH      ,16.0,16.85,15.5,16.35
539523,ALKEM       ,2999.0,3037.9,2989.35,3001.45
539524,LALPATHLAB  ,2896.0,2899.9,2809.75,2833.65
539525,NAVKETAN    ,0.71,0.71,0.7,0.7
539526,SCTL        ,0.56,0.58,0.52,0.56
539527,CREATIVE    ,355.0,355.0,355.0,355.0
539528,AAYUSH      ,28.9,29.5,28.9,29.5
539542,LUXIND      ,2085.85,2100.0,2030.0,2041.7
539546,BNL         ,6.09,6.09,5.51,5.51
539551,NH          ,450.0,450.0,435.0,436.3
539559,DDIL        ,12.75,12.75,12.75,12.75
539561,REMLIFE     ,90.85,90.85,87.35,89.5
539562,AARNAV      ,78.0,78.0,74.05,76.6
539570,ACEWIN      ,9.9,9.9,9.0,9.9
539593,SHIVA       ,0.72,0.72,0.72,0.72
539594,MISHTANN    ,4.45,4.52,4.33,4.48
539597,JSLHISAR    ,182.5,187.3,182.5,184.8
539598,ORACLECR    ,9.54,9.54,9.54,9.54
539620,AINFRA      ,25.0,25.0,24.5,24.9
539621,BCLENTERPR  ,7.15,7.35,6.66,7.24
539636,PRECAM      ,57.5,58.0,54.65,55.45
539658,TEAMLEASE   ,3241.0,3357.75,3232.7,3285.5
539659,VIDLI       ,12.08,12.08,12.0,12.0
539660,BESTAGRO    ,288.0,292.6,268.8,292.25
539661,ACEMEN      ,56.6,56.6,53.85,53.85
539673,RCL         ,9.19,9.19,8.55,8.6
539678,QUICKHEAL   ,221.0,229.95,221.0,226.95
539679,KAPILRAJ    ,10.0,10.0,9.8,10.0
539686,KPEL        ,64.0,65.0,61.15,62.85
539692,IFINSER     ,8.1,8.1,8.1,8.1
539697,HILIKS      ,8.26,9.0,8.26,8.26
539725,GOKULAGRO   ,28.75,29.25,25.0,27.8
539730,FREDUN      ,445.95,445.95,424.05,436.35
539742,SIMBHALS    ,15.8,15.8,14.79,14.79
539767,MNIL        ,7.71,7.71,6.99,6.99
539770,DARJEELING  ,3.92,3.95,3.63,3.63
539773,ADVIKCA     ,2.79,2.79,2.79,2.79
539784,LICNFNHGP   ,165.3,172.99,161.25,162.56
539785,PDMJEPAPER  ,24.25,24.5,23.8,23.8
539787,HCG         ,189.65,189.85,187.6,188.95
539798,UMIYA       ,7.1,7.21,7.1,7.21
539799,BHARATWIRE  ,60.65,60.65,56.05,56.6
539800,CHDCHEM     ,13.35,13.35,13.35,13.35
539807,INFIBEAM    ,40.8,41.55,40.35,41.3
539814,LELAVOIR    ,47.05,47.35,46.5,46.5
539833,SICLTD      ,0.37,0.37,0.37,0.37
539835,SUPERIOR    ,165.85,171.0,165.8,170.6
539837,RPEL        ,344.0,356.0,330.0,352.15
539841,LANCER      ,75.4,78.5,74.05,76.8
539844,EQUITAS     ,88.95,89.1,87.7,87.95
539854,HALDER      ,111.25,111.25,110.25,111.2
539861,SKIL        ,2.69,2.81,2.64,2.74
539871,THYROCARE   ,1054.5,1054.5,1026.0,1034.0
539872,BAJAJHCARE  ,607.35,607.6,590.0,591.4
539874,UJJIVAN     ,215.05,216.6,213.3,213.9
539875,RSDFIN      ,38.15,38.15,34.7,37.8
539876,CROMPTON    ,389.0,397.8,384.45,388.8
539883,PILANIINVS  ,1690.0,1690.0,1683.0,1689.5
539884,DARSHANORNA ,15.6,16.12,15.58,15.61
539889,PARAGMILK   ,141.0,144.7,140.1,140.5
539894,MADHAVIPL   ,4.14,4.18,4.0,4.11
539910,KOCL        ,0.82,0.82,0.82,0.82
539917,NAGARFERT   ,10.79,10.88,10.0,10.48
539921,SEIL        ,150.0,150.0,150.0,150.0
539938,MIL         ,42.1,42.1,42.1,42.1
539939,YASHCHEM    ,42.5,46.45,42.05,45.2
539940,MAXVIL      ,64.9,67.8,64.4,66.05
539945,ICICINV20   ,80.5,80.73,79.82,80.11
539956,TAALENT     ,634.0,655.0,624.1,637.8
539957,MGL         ,1113.95,1142.25,1112.5,1130.8
539963,ZEAL        ,65.45,65.85,64.05,65.5
539978,QUESS       ,644.95,674.85,637.65,663.1
539980,ICICIMCAP   ,87.2,88.99,86.4,88.16
539982,ASYL        ,13.75,14.77,13.53,14.19
539984,HUIL        ,3089.95,3089.95,3000.0,3026.45
539986,COMSYN      ,95.85,95.85,89.0,90.1
539992,LLOYDSTEEL  ,1.75,1.75,1.75,1.75
539997,KPL         ,100.05,106.45,99.0,100.5
540005,LTI         ,3718.0,3718.0,3637.0,3659.05
540006,EASTWEST    ,8.2,8.2,7.82,8.05
540008,BSLSENETFG  ,549.9,555.99,526.1,542.0
540023,COLORCHIPS  ,34.7,34.8,34.7,34.8
