SC_CODE,SC_NAME,OPEN,HIGH,LOW,CLOSE
540025,ADVENZYMES  ,493.05,498.0,475.4,479.1
540026,LAHL        ,3.1,3.1,3.1,3.1
540027,PTIL        ,383.05,384.9,382.9,382.9
540047,DBL         ,549.95,549.95,533.6,536.55
540048,SPAL        ,208.9,208.9,200.95,201.8
540061,BIGBLOC     ,95.8,95.8,92.7,94.7
540062,GOLDENCREST ,28.1,28.85,28.1,28.85
540063,ECS         ,2.49,2.49,2.38,2.49
540064,FRETAIL     ,45.2,47.4,45.1,46.0
540065,RBLBANK     ,207.0,209.35,205.25,208.0
540072,SHIVAEXPO   ,3.52,3.52,3.52,3.52
540073,BLS         ,107.55,118.0,106.4,113.55
540078,MITSU       ,252.15,252.15,249.5,251.95
540080,NARAYANI    ,33.7,33.7,32.25,32.45
540084,SPICY       ,2.0,2.0,2.0,2.0
540097,VISCO       ,13.9,13.9,13.7,13.7
540108,TIAANC      ,47.75,48.05,46.0,46.15
540115,LTTS        ,2650.0,2653.0,2610.0,2624.5
540124,GNA         ,396.0,404.8,394.75,395.45
540133,ICICIPRULI  ,541.7,547.05,540.25,545.05
540134,IISL        ,5.28,5.28,4.65,4.8
540135,ARCFIN      ,5.5,5.61,5.4,5.42
540136,HPL         ,53.45,54.0,53.0,54.0
540143,SAGARSOFT   ,173.9,173.9,173.9,173.9
540144,DRA         ,8.81,9.0,8.81,9.0
540145,VALIANTORG  ,1734.15,1748.4,1705.0,1717.2
540146,ACML        ,52.1,52.1,50.1,51.45
540151,DIKSAT      ,73.35,73.35,73.35,73.35
540153,ENDURANCE   ,1400.1,1430.0,1384.8,1396.7
540154,IDFSENSEXE  ,518.1,523.55,518.1,523.55
540173,PNBHOUSING  ,393.95,421.0,393.55,415.9
540174,SOUTHERNIN  ,16.0,16.0,16.0,16.0
540175,REGENCY     ,12.65,13.28,12.05,12.45
540180,VBL         ,1009.0,1009.0,983.05,991.1
540192,LKPSEC      ,7.93,7.93,7.65,7.66
540198,OSIAJEE     ,25.9,25.9,24.0,24.85
540203,SFL         ,2020.0,2029.0,2007.05,2025.75
540204,NIDL        ,87.85,87.85,87.85,87.85
540205,AVL         ,347.85,347.85,347.85,347.85
540210,TMRVL       ,11.63,12.05,11.54,11.71
540212,TCIEXP      ,1261.0,1388.9,1250.0,1295.0
540222,LAURUSLABS  ,484.95,491.75,480.8,488.3
540243,NEWLIGHT    ,22.5,22.5,21.5,21.5
540253,SNTCL       ,1.57,1.57,1.43,1.55
540254,MTPL        ,4.75,4.75,4.75,4.75
540259,SHANGAR     ,11.35,13.0,10.9,12.35
540268,DHANVARSHA  ,732.5,745.0,728.0,740.45
540293,PRICOLLTD   ,84.45,85.75,83.55,84.65
540311,JITFINFRA   ,12.39,12.39,11.5,11.56
540359,PARMAX      ,52.75,54.85,52.75,54.05
540360,LLFICL      ,72.0,73.95,72.0,73.3
540361,DANUBE      ,21.0,22.95,20.95,22.4
540366,RADIOCITY   ,23.65,24.15,23.2,23.4
540376,DMART       ,3055.0,3068.85,3014.35,3032.45
540385,KDLL        ,16.3,16.3,16.3,16.3
540386,ONTIC       ,3.6,3.6,3.31,3.6
540395,CHEMCRUX    ,339.2,339.2,325.0,338.7
540401,MAXIMUS     ,90.7,107.85,90.7,105.25
540403,CLEDUCATE   ,85.0,87.2,84.45,85.4
540405,OCEANIC     ,58.5,58.5,57.45,57.45
540425,SHANKARA    ,417.35,432.0,415.0,421.35
540481,CLFL        ,15.57,15.57,15.57,15.57
540497,SCHAND      ,104.7,104.7,96.25,97.1
540519,MEERA       ,75.0,75.0,74.85,74.85
540526,IRBINVIT    ,54.05,54.05,53.75,53.75
540530,HUDCO       ,46.15,47.5,46.15,46.8
540544,PSPPROJECT  ,403.45,403.5,399.3,399.8
540545,BGJL        ,21.15,21.15,21.15,21.15
540552,AXISAEGPG   ,14.3,14.68,14.1,14.68
540565,INDIGRID    ,130.5,131.0,130.5,131.0
540570,VARIMAN     ,36.0,36.0,34.2,35.2
540575,STARCEMENT  ,108.4,112.95,107.0,108.3
540590,RIDDHICORP  ,165.5,165.5,165.0,165.0
540595,TEJASNET    ,179.4,179.4,175.25,176.1
540596,ERIS        ,720.0,735.0,702.3,708.4
540602,GTPL        ,140.05,148.6,140.05,146.15
540611,AUBANK      ,956.35,988.0,956.35,980.3
540612,ICICILOVOL  ,122.66,123.98,122.66,123.25
540613,GEL         ,20.95,23.15,20.95,23.15
540614,GGENG       ,102.8,102.8,101.3,102.25
540615,7NR         ,7.0,7.1,6.7,6.89
540621,BHAGYAPROP  ,28.95,28.95,28.55,28.7
540642,SALASAR     ,530.55,603.8,528.2,592.8
540647,GANGESSEC   ,70.05,73.3,69.5,70.35
540648,PALASHSEC   ,56.15,57.3,56.15,56.7
540649,AVADHSUGAR  ,310.95,310.95,300.0,302.15
540650,MAGADHSUGAR ,178.4,181.0,174.55,175.8
540652,CTCL        ,35.5,35.5,35.5,35.5
540653,SINTEXPLAST ,4.0,4.0,3.74,3.76
540654,GSTL        ,68.35,68.35,62.55,62.75
540669,UTINEXT50   ,38.45,38.95,37.6,38.47
540673,SIS         ,412.1,416.2,408.65,415.25
540678,COCHINSHIP  ,385.0,391.55,383.7,385.1
540679,SMSLIFE     ,610.0,614.15,601.0,608.0
540680,KIOCL       ,201.5,209.05,200.0,209.05
540686,SMRUTHIORG  ,270.8,271.95,269.8,271.95
540691,ABCAPITAL   ,127.8,129.0,124.35,125.15
540692,APEX        ,259.3,259.3,250.2,251.35
540693,SHISHIND    ,76.0,80.1,75.85,76.15
540694,ANG         ,169.0,194.4,169.0,186.5
540696,KCDGROUP    ,40.55,40.55,40.55,40.55
540697,AMFL        ,1.85,1.92,1.8,1.84
540699,DIXON       ,3939.0,3971.05,3908.2,3946.95
540700,BRNL        ,29.45,29.45,26.9,27.3
540701,DCAL        ,186.0,199.8,186.0,193.25
540702,LASA        ,78.85,79.3,78.0,78.35
540703,PROVESTSER  ,5.42,5.5,5.42,5.5
540704,MATRIMONY   ,882.55,902.2,877.95,896.3
540709,RELHOME     ,2.6,2.64,2.56,2.61
540710,CAPACITE    ,202.9,203.55,199.5,201.6
540715,SAGAR       ,15.0,15.0,15.0,15.0
540716,ICICIGI     ,1545.0,1552.45,1506.75,1527.1
540719,SBILIFE     ,975.35,975.35,965.8,969.0
540724,DIAMONDYD   ,565.0,576.55,545.0,551.55
540725,SISL        ,467.5,468.65,443.4,457.4
540726,TTFL        ,33.6,33.6,30.9,31.15
540728,SAYAJIIND   ,251.75,251.75,251.75,251.75
540729,VANTABIO    ,165.0,174.0,165.0,174.0
540730,MEHAI       ,62.2,64.8,59.25,63.4
540735,IRIS        ,70.2,70.2,68.0,69.75
540737,SGRL        ,328.95,330.0,320.3,328.85
540743,GODREJAGRO  ,542.0,555.15,542.0,549.15
540744,MESCON      ,12.5,13.0,11.83,12.28
540749,MASFIN      ,861.4,893.85,859.0,876.05
540750,IEX         ,365.9,373.9,365.9,372.0
540755,GICRE       ,196.0,197.85,192.05,194.25
540757,SCPL        ,136.8,139.0,135.0,139.0
540762,TIINDIA     ,1190.55,1192.0,1133.55,1178.15
540767,NAM-INDIA   ,354.9,356.5,349.95,350.6
540768,MAHLOG      ,526.0,541.0,526.0,533.35
540769,NIACL       ,164.25,167.15,162.9,164.1
540774,IFGLEXPOR   ,383.0,392.7,373.85,380.1
540775,KHADIM      ,155.55,166.9,155.55,162.5
540776,5PAISA      ,379.3,383.7,369.4,371.65
540777,HDFCLIFE    ,670.9,674.65,667.3,670.65
540786,SHARIKA     ,44.0,45.0,44.0,45.0
540787,ICICIB22    ,37.98,38.35,37.89,38.21
540789,DNAMEDIA    ,1.94,1.94,1.94,1.94
540795,DYNAMIC     ,26.1,32.0,26.1,30.15
540796,RATNABHUMI  ,59.0,63.8,58.95,63.45
540797,SHALBY      ,161.1,165.75,159.15,161.25
540798,FSC         ,72.65,75.3,72.2,72.5
540809,MRCEXIM     ,4.1,4.2,4.1,4.13
540811,DML         ,10.5,12.0,10.5,11.0
540821,SADHNA      ,11.0,11.0,11.0,11.0
540823,VITESSE     ,25.45,25.45,24.25,25.3
540824,ASTRON      ,42.65,43.0,42.2,42.3
540829,CHANDRIMA   ,4.0,4.0,3.65,3.71
540843,RITHWIKFMS  ,59.1,59.1,59.1,59.1
540861,IPRU3018    ,13.62,13.75,13.21,13.6
540862,IPRU3019    ,13.45,13.85,13.45,13.45
540879,APOLLO      ,117.0,122.75,116.8,117.7
540900,NEWGEN      ,352.0,359.2,342.2,358.45
540901,PRAXIS      ,36.75,38.5,36.75,37.3
540902,AMBER       ,2990.0,3024.0,2940.0,3006.2
540923,AML         ,4.47,4.47,4.08,4.08
540935,GALAXYSURF  ,3107.0,3129.8,3003.0,3074.15
540936,GGL         ,15.65,15.65,15.65,15.65
540938,GUJHYSPIN   ,6.95,6.95,6.95,6.95
540947,IPRU3034    ,12.5,12.5,12.5,12.5
540954,IWP         ,37.45,37.45,34.6,37.45
540955,TDSL        ,24.3,25.6,24.3,25.05
540956,BHATIA      ,70.0,71.0,69.0,71.0
540961,SHIVAMILLS  ,62.0,63.25,59.2,59.6
540975,ASTERDM     ,149.4,151.7,148.5,148.7
541005,KANCOTEA    ,72.6,72.6,72.6,72.6
541006,ANGEL       ,12.67,12.67,12.67,12.67
541019,HGINFRA     ,364.9,365.4,356.0,357.95
541083,INFLAME     ,190.0,197.15,190.0,197.15
541085,DACE2RDP    ,11.64,11.64,11.64,11.64
541096,BPLPHARMA   ,391.95,392.0,381.05,386.9
541097,LIQUIDETF   ,1000.01,1000.01,999.99,1000.0
541143,BDL         ,354.4,365.0,350.75,359.05
541151,RIDINGS     ,8.5,8.5,8.5,8.5
541153,BANDHANBNK  ,297.0,301.3,294.95,299.55
541154,HAL         ,1015.0,1030.0,1012.6,1025.75
541161,KARDA       ,191.95,193.1,179.9,181.95
541163,SANDHAR     ,229.9,260.0,226.7,238.9
541167,YASHO       ,472.0,480.0,447.7,458.6
541178,BENARA      ,10.39,10.39,10.39,10.39
541179,ISEC        ,579.8,595.95,572.4,588.85
541195,MIDHANI     ,201.0,203.45,199.85,200.2
541228,TRL         ,5.5,5.5,5.5,5.5
541233,LEMONTREE   ,40.7,40.95,40.0,40.3
541257,IPRU3082    ,13.03,13.03,13.03,13.03
541269,CHEMFABALKA ,164.15,169.45,157.3,160.5
541299,DLCL        ,28.1,28.1,28.1,28.1
541301,ORIENTELEC  ,295.0,299.65,294.0,298.95
541302,DHRUV       ,28.0,28.0,24.0,28.0
541304,INDOUS      ,35.5,38.0,35.5,37.1
541309,IPRU3095    ,11.95,12.01,11.95,12.01
541310,IPRU3096    ,11.0,11.0,11.0,11.0
541313,ICICI500    ,210.5,212.9,208.1,211.27
541336,INDOSTAR    ,303.0,303.25,301.6,302.5
541347,PARVATI     ,4.15,4.15,3.99,3.99
541352,MEGASTAR    ,30.0,30.0,30.0,30.0
541353,INNOVATORS  ,38.45,38.75,36.3,38.75
541400,ZIMLAB      ,90.3,91.85,88.0,90.0
541401,ARIHANTINS  ,2.08,2.08,1.94,1.94
541402,AFFORDABLE  ,109.0,109.0,105.5,105.5
541403,DOLLAR      ,262.2,278.2,261.6,271.05
541444,PALMJEWELS  ,76.65,77.05,72.9,73.35
541445,WAA         ,42.2,42.75,41.0,42.15
541450,ADANIGREEN  ,1284.0,1321.05,1271.25,1300.45
541503,UNICK       ,30.7,31.45,30.7,31.45
541540,SOLARA      ,1773.9,1773.9,1728.0,1741.1
541546,GAYAHWS     ,0.77,0.77,0.73,0.73
541556,RITES       ,248.7,248.7,245.95,247.6
541557,FINEORG     ,3508.05,3565.25,3475.0,3497.4
541578,VARROC      ,393.45,424.0,387.0,418.15
541601,RAJNISH     ,11.83,11.83,9.96,10.0
541627,HITECHWIND  ,5.5,5.5,5.5,5.5
541634,RAWEDGE     ,32.5,32.5,32.0,32.0
541700,TCNSBRANDS  ,585.0,605.0,552.5,559.6
541702,ASHNI       ,5.24,5.78,5.24,5.25
541703,GFIL        ,6.6,6.68,6.6,6.68
541729,HDFCAMC     ,2847.0,2847.0,2801.6,2814.1
541735,VIVANTA     ,10.9,10.9,9.88,10.9
541743,TVF2DZ      ,13.1,13.1,13.1,13.1
541744,TVF2G       ,11.35,11.37,11.35,11.37
541770,CREDITACC   ,614.45,619.0,605.0,607.45
541771,AMINTAN     ,1.07,1.25,1.04,1.08
541778,DEEP        ,85.8,85.8,79.05,81.35
541809,ICICINXT50  ,37.76,37.93,37.68,37.9
541865,ASRL        ,54.05,54.95,54.0,54.2
541890,SPACEINCUBA ,0.89,0.89,0.87,0.89
541946,ICICILIQ    ,1000.0,1000.0,1000.0,1000.0
541956,IRCON       ,51.85,52.1,51.05,51.2
541972,SETFSN50    ,430.0,437.99,425.01,427.0
541974,MANORAMA    ,1122.0,1148.0,1100.0,1106.15
541983,INNOVATIVE  ,7.75,8.01,7.75,8.0
541984,NIOSAG      ,13.75,13.75,12.94,12.94
541988,AAVAS       ,2302.9,2325.9,2301.5,2314.75
541999,GENERAAGRI  ,1.99,2.09,1.99,2.09
542002,DCL         ,7.4,7.4,7.4,7.4
542011,GRSE        ,188.5,189.4,185.0,185.45
542012,AAL         ,104.55,108.95,104.55,104.55
542034,SMGOLD      ,40.0,40.0,40.0,40.0
542057,BCPL        ,54.0,56.55,53.05,55.25
542066,ATGL        ,1352.0,1399.5,1311.15,1339.25
542131,MAN50ETF    ,154.0,157.0,152.1,154.95
542141,TECHNOE     ,314.9,339.0,314.8,332.25
542155,DGL         ,5.68,5.68,5.68,5.68
542156,IPRU3218    ,14.3,14.3,13.53,14.04
542210,NXXXX3G     ,10.0,10.0,10.0,10.0
542216,DALBHARAT   ,1826.7,1879.0,1809.4,1830.4
542231,NILASPACES  ,1.44,1.51,1.43,1.43
542232,SRD         ,54.0,54.0,51.3,51.3
542233,TREJHARA    ,41.0,41.75,39.0,39.3
542247,AXISCCGPG   ,13.2,13.5,11.81,13.5
542248,DECCAN      ,32.95,32.95,32.3,32.6
542285,AXITA       ,37.0,37.0,36.5,36.5
542323,KPIGLOBAL   ,47.25,47.25,47.25,47.25
542333,RPSGVENT    ,391.4,409.0,391.4,394.15
542337,SPENCER     ,75.5,76.4,74.05,74.3
542351,GLOSTERLTD  ,792.25,797.95,765.25,775.4
542367,XELPMOC     ,340.0,349.95,325.0,334.05
542383,RITCO       ,22.9,22.9,22.9,22.9
542399,CHALET      ,158.85,158.85,155.35,155.95
542437,ANMOL       ,115.0,115.0,108.1,109.9
542446,JONJUA      ,56.05,56.05,56.05,56.05
542459,KRANTI      ,23.25,23.25,22.5,23.25
542460,ANUP        ,655.0,664.35,643.5,650.45
542484,ARVINDFASN  ,141.75,143.0,139.75,140.3
542513,UTISXN50    ,42.99,42.99,41.42,42.83
542579,AGOL        ,40.0,42.0,40.0,40.9
542592,HBEL        ,89.95,89.95,89.95,89.95
542597,MSTC        ,284.0,286.5,276.3,278.45
542602,EMBASSY     ,330.1,330.1,325.79,326.66
542627,CHANDNIMACH ,9.0,9.0,8.9,8.9
542628,NSL         ,25.25,25.3,25.25,25.3
542649,RVNL        ,30.3,30.35,29.85,29.95
542650,METROPOLIS  ,2285.0,2345.0,2270.6,2282.0
542651,KPITTECH    ,246.9,248.55,242.6,244.9
542652,POLYCAB     ,1634.0,1651.95,1615.25,1627.25
542653,JINAAM      ,2.8,2.8,2.79,2.79
542655,VIKASLIFE   ,3.24,3.24,3.24,3.24
542665,NEOGEN      ,940.0,1017.5,927.6,973.85
542666,GKP         ,26.5,26.5,26.5,26.5
542667,WORL        ,31.5,31.5,31.5,31.5
542669,BMW         ,29.45,29.5,28.1,29.0
542670,ARTEMISELC  ,43.6,44.0,42.8,43.25
542678,CHCL        ,15.0,15.8,15.0,15.8
542679,DEL         ,14.68,14.68,14.68,14.68
542684,PPL         ,137.0,139.4,136.0,137.0
542685,DGCONTENT   ,7.64,7.91,7.45,7.59
542696,TFFSP1C     ,11.01,11.01,11.01,11.01
542708,TFFSP1G     ,48.2,48.2,48.2,48.2
542721,ARL         ,30.95,32.95,30.95,32.75
542725,SBC         ,42.7,42.7,42.65,42.7
542726,INDIAMART   ,7550.0,7765.0,7531.3,7671.95
542729,DCMNVL      ,120.45,124.0,115.0,118.1
542730,ICICIBANKN  ,332.0,344.05,332.0,342.96
542747,NETFSNX150  ,50.67,50.67,50.67,50.67
542752,AFFLE       ,5125.0,5187.2,5080.2,5098.15
542753,SEACOAST    ,184.95,185.0,177.5,183.8
542758,ICICIBANKP  ,177.88,180.0,175.0,178.36
542759,SPANDANA    ,579.6,581.55,561.6,566.2
542760,SWSOLAR     ,242.5,245.45,229.3,242.15
542770,ALPHALOGIC  ,91.0,91.5,91.0,91.5
542771,NOVATEOR    ,7.8,7.8,7.57,7.8
542772,IIFLWAM     ,1111.2,1129.55,1111.0,1117.45
542773,IIFLSEC     ,63.95,75.35,63.1,72.75
542774,APMFINVEST  ,27.7,29.9,27.0,28.5
542801,MISQUITA    ,25.5,26.65,25.5,26.65
542802,GALACTICO   ,58.5,59.0,58.0,59.0
542804,NIESSPJ     ,8.38,9.21,8.38,9.21
542808,NIESSPC     ,2.7,2.7,2.7,2.7
542812,FLUOROCHEM  ,844.0,849.05,823.95,831.45
542817,NIEHSPI     ,0.33,0.33,0.33,0.33
542830,IRCTC       ,1870.0,1895.85,1851.0,1861.05
542839,NIEHSPD     ,0.92,1.07,0.9,0.91
542843,NIEHSPG     ,9.21,9.21,9.21,9.21
542844,NIEHSPH     ,3.2,3.26,2.68,2.68
542847,NIESSPL     ,1.3,1.44,1.23,1.26
542848,NIESSPM     ,15.3,18.7,15.3,18.7
542850,GOBLIN      ,17.75,17.75,17.05,17.05
542852,VISHWARAJ   ,133.1,137.65,130.85,132.95
542857,GREENPANEL  ,264.25,264.75,252.65,256.65
542862,SHAHLON     ,95.3,95.4,93.05,95.4
542863,ABSLBANETF  ,340.0,345.0,340.0,344.99
542865,ANUROOP     ,11.5,12.24,11.25,12.24
542867,CSBBANK     ,309.0,320.05,309.0,314.25
542871,ABCRSPRG    ,0.53,0.53,0.53,0.53
542904,UJJIVANSFB  ,30.55,30.55,29.75,29.8
542905,SHIL        ,323.0,330.75,318.7,330.75
542907,PRINCEPIPE  ,706.0,742.0,678.3,720.1
542908,EBBETF0423  ,1128.0,1129.99,1128.0,1129.09
542909,EBBETF0430  ,1156.46,1157.66,1155.25,1155.25
542911,ASSAMENT    ,326.9,326.9,326.9,326.9
542918,GIANLIFE    ,25.01,25.01,23.85,23.85
542919,ARTEMISMED  ,266.1,278.9,266.1,276.65
542920,SUMICHEM    ,319.9,319.9,312.35,313.25
542921,ICICIM150   ,95.5,96.6,95.5,96.6
542922,MANXT50ETF  ,369.0,380.64,366.0,369.01
542932,BIRLATYRES  ,28.0,29.6,27.95,28.75
542933,UNIVPHOTO   ,191.35,194.5,190.0,190.15
542934,CBPL        ,48.3,48.4,48.3,48.4
542963,06AGG       ,7.27,7.27,6.3,6.34
542967,06ARD       ,12.92,12.92,12.92,12.92
542969,06GPG       ,24.72,24.72,24.72,24.72
543046,UTDBFS1RGR  ,0.69,0.69,0.69,0.69
543055,UTDBFS1DGR  ,0.68,0.68,0.68,0.68
543064,SUVENPHAR   ,523.0,524.0,505.0,519.65
543066,SBICARD     ,1045.0,1076.35,991.0,1064.1
543079,07GPG       ,0.18,0.18,0.18,0.18
543087,09AGG       ,86.76,86.76,86.76,86.76
543150,08GPG       ,9.46,9.46,9.46,9.46
543167,10GPG       ,6.21,7.48,6.21,7.43
543173,11DPR       ,0.18,0.18,0.18,0.18
543174,11GPG       ,2.48,3.02,2.48,3.02
543175,11MPD       ,1.97,2.29,1.97,2.04
543176,11MPR       ,0.18,0.18,0.18,0.18
543181,11AGG       ,14.98,15.95,13.57,15.26
543186,11DPD       ,1.24,1.24,1.24,1.24
543187,POWERINDIA  ,1714.3,1810.95,1712.5,1770.1
543194,NIRMITEE    ,375.0,394.0,373.0,394.0
543210,AARTISURF   ,1580.0,1580.75,1538.95,1565.05
543211,BONLON      ,21.0,21.0,21.0,21.0
543212,BOROLTD     ,235.9,235.9,228.55,229.45
543213,ROSSARI     ,1176.15,1178.95,1160.0,1171.55
543214,NDRAUTO     ,234.15,234.15,217.0,226.15
543216,EBBETF0431  ,1039.3,1039.3,1038.2,1038.2
543217,MINDSPACE   ,289.5,289.5,288.0,289.09
543218,SBGLP       ,66.0,67.0,66.0,66.5
543219,ICICIALPLV  ,149.5,152.39,149.15,150.36
543220,MAXHEALTH   ,227.9,233.85,224.8,227.4
543221,ICICITECH   ,261.47,263.0,259.1,262.64
543223,MAXINDIA    ,68.85,69.75,68.45,69.05
543224,HBANKETF    ,334.0,342.0,334.0,341.97
543226,UTIBANKETF  ,33.8,34.68,33.35,34.54
543227,HAPPSTMNDS  ,755.15,769.35,753.95,761.4
543228,ROUTE       ,1525.0,1559.0,1520.7,1527.1
543231,ADL         ,29.85,31.95,29.85,31.05
543232,CAMS        ,2338.95,2524.95,2338.95,2411.45
543233,CHEMCON     ,439.9,445.0,437.0,437.65
543235,ANGELBRKG   ,754.85,754.85,690.9,751.4
543237,MAZDOCK     ,217.0,217.0,209.5,210.9
543238,UTIAMC      ,748.05,770.35,748.05,751.6
543240,LIKHITHA    ,412.0,433.75,405.0,418.1
543242,HEMIPROP    ,134.0,140.35,133.5,140.35
543243,EQUITASBNK  ,57.8,58.35,56.85,58.0
543245,GLAND       ,3200.0,3295.0,3142.4,3175.25
543246,MAESGETF    ,25.65,25.8,25.54,25.73
543248,BURGERKING  ,146.0,148.5,144.25,145.2
543249,TARC        ,29.8,31.45,28.75,28.8
543250,G5          ,48.32,48.35,48.32,48.35
543251,RVHL        ,17.5,18.6,17.5,18.6
543252,FAIRCHEMOR  ,880.9,894.6,855.1,882.3
543253,BECTORFOOD  ,394.8,404.95,394.8,398.15
543254,AWHCL       ,299.2,318.55,299.2,311.1
543255,INFRABEES   ,438.0,443.5,432.0,439.43
543257,IRFC        ,23.3,23.4,23.15,23.35
543258,INDIGOPNTS  ,2442.0,2552.85,2442.0,2535.6
543259,HOMEFIRST   ,514.95,518.0,509.55,511.0
543260,STOVEKRAFT  ,590.0,650.85,590.0,615.4
543261,BIRET       ,252.99,259.85,248.36,249.09
543263,SMCGLOBAL   ,72.65,74.2,70.85,71.0
543264,NURECA      ,1628.95,1630.0,1521.05,1581.5
543265,RAILTEL     ,132.0,132.9,131.1,131.75
543266,HERANBA     ,729.0,738.1,716.9,724.0
543268,DRCSYSTEMS  ,303.55,330.0,299.55,304.25
543270,MTARTECH    ,935.85,935.85,921.9,925.6
543271,JUBLINGREA  ,416.5,450.0,415.0,436.7
543272,EASEMYTRIP  ,229.0,246.5,227.85,240.8
543273,KMEW        ,38.0,38.1,38.0,38.0
543274,RTL         ,451.95,455.0,445.15,450.0
543275,ANURAS      ,783.0,783.0,761.15,767.4
543276,CRAFTSMAN   ,1494.7,1513.5,1460.3,1480.3
543277,LXCHEM      ,220.0,234.7,218.9,224.85
543278,KALYANKJIL  ,60.6,63.85,59.85,61.9
543279,SURYODAY    ,239.0,240.3,237.75,238.7
543280,NAZARA      ,1694.95,1694.95,1650.1,1660.75
543281,SUVIDHAA    ,23.2,23.2,23.15,23.2
543282,NIKSTECH    ,207.5,207.5,207.5,207.5
543283,BARBEQUE    ,606.95,627.9,598.2,622.9
543284,EKI         ,500.2,500.2,500.2,500.2
543286,JETMALL     ,18.9,18.9,18.9,18.9
543287,LODHA       ,618.0,655.75,618.0,644.3
543288,DEEPIND     ,62.5,68.25,62.3,68.0
543290,PGINVIT     ,112.2,113.05,110.27,110.89
543291,MAFANG      ,47.35,48.5,47.0,47.31
555555,ICICISENSX  ,538.0,543.28,533.0,535.31
570001,TATAMTRTDVR ,147.45,148.7,145.4,147.5
570002,FELDVR      ,11.83,12.55,11.79,12.41
570004,JISLBNDVR   ,13.55,13.8,13.51,13.55
570005,SCAPDVR     ,2.34,2.35,2.25,2.3
590003,KARUR VY(PS ,56.5,58.0,56.5,57.35
590005,TIDE WATE(PS,5510.0,5585.75,5359.75,5399.55
590006,AMRUTANJAN  ,743.0,765.0,743.0,751.9
590013,XPRO INDI(PS,124.7,127.95,118.25,127.95
590018,HISARMET(PS ,116.4,117.7,115.15,116.25
590021,BHARAT RA(PS,12799.0,12799.0,12311.0,12406.15
590022,EASTER SI(PS,3.18,3.18,2.96,3.08
590024,FERT CHE(PS ,133.0,133.0,127.65,128.35
590025,GINNI FIL(PS,32.2,33.95,32.0,32.2
590030,SOUTH PET(PS,46.0,47.75,44.5,46.0
590031,DE NORA     ,311.2,331.3,311.2,324.3
590051,SAKSOFT LTD ,492.1,502.0,492.1,496.0
590056,SALONA COTSP,110.95,110.95,110.95,110.95
590057,PROSEED     ,1.54,1.54,1.54,1.54
590062,ANDHRA SUGAR,440.0,440.0,416.25,418.15
590065,INDIA MOTOR ,674.65,683.7,668.05,675.9
590066,KCP LTD     ,113.75,114.6,111.4,112.05
590070,RADAAN MEDIA,1.05,1.09,1.05,1.08
590071,SUNDARAM FIN,2449.3,2500.0,2423.45,2483.7
590072,SUNDARAM BRK,368.8,375.0,346.65,369.1
590073,WHEELS INDIA,494.0,535.0,490.3,512.65
590075,LAMBODHARA T,63.8,65.3,62.05,63.5
590078,MAITHAN ALL ,777.45,778.1,750.05,755.3
590086,ORISSA MINE ,2506.4,2521.0,2472.6,2477.05
590095,GOLDBEES    ,42.15,42.28,42.06,42.18
590096,LIQUIDBEES  ,999.99,1000.01,999.99,1000.01
590097,KOTAKGOLDETF,424.5,425.0,421.75,422.92
590098,SBI GOLD ETS,4322.0,4326.95,4312.25,4324.4
590099,QUANTUM GOLD,2095.0,2096.0,2093.0,2093.65
590101,UTI GOLD ETF,43.15,43.3,42.9,43.02
590103,NIFTYBEES   ,160.0,162.35,160.0,162.06
590104,JUNIORBEES  ,385.96,390.9,385.75,386.58
590106,BANKBEES    ,336.81,349.77,336.81,347.04
590107,KOTAK PSU BK,221.03,230.0,221.03,227.08
590108,PSUBNKBEES  ,24.75,25.63,24.75,25.54
590109,SHARIABEES  ,373.0,379.0,367.41,372.0
590110,QUANTUM INDX,1570.0,1572.0,1570.0,1571.0
590113,HNGSNGBEES  ,356.78,357.0,351.13,354.0
590115,M50 ETF     ,147.0,148.35,146.64,147.94
590122,ASHIKACR    ,44.75,47.0,43.0,45.95
590134,MADRASFERT  ,31.45,31.7,29.35,29.45
700087,MUKUND CRPS ,5.85,6.0,5.8,5.8
715032,795LTFHL23  ,110.0,110.0,110.0,110.0
717503,ZEE NCPS    ,1.96,1.97,1.96,1.97
800253,SGB2016II   ,4950.0,4950.0,4950.0,4950.0
800259,SGB2016IIIA ,4815.0,4860.0,4815.0,4860.0
800268,SGBMAY25    ,4850.0,4850.0,4840.0,4840.0
800278,SGBDEC25    ,5051.0,5051.0,5051.0,5051.0
800288,SGBOCT26    ,4801.0,4801.0,4801.0,4801.0
800289,SGBNOV26    ,4730.11,4730.11,4730.11,4730.11
800290,SGBDEC26    ,5100.0,5100.0,5100.0,5100.0
800296,SGBJULY27   ,4800.0,4800.0,4800.0,4800.0
800297,SGBAUG27    ,4975.0,4975.0,4725.0,4799.0
800301,SGBSEP27    ,4819.9,4819.9,4750.0,4764.3
800315,SGBMAR28    ,4800.0,4800.0,4800.0,4800.0
800318,SGBAPR28    ,4780.0,4829.0,4780.0,4819.0
800320,SGBMAY28    ,4727.0,4790.0,4725.0,4746.0
800322,SGBJUN28    ,4771.05,4777.0,4771.05,4777.0
800324,SGBJULY28   ,4779.0,4779.0,4762.01,4770.0
800325,SGBAUG28    ,4786.0,4818.99,4750.0,4794.57
800328,SGBOCT28    ,4850.0,4850.0,4850.0,4850.0
