SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532343,TVS MOTOR L ,A ,Q,606.35,630.10,604.80,626.15,626.15,604.05,4506,198890,123679425.00,
532344,SOFTSOL (I) ,X ,Q,79.10,79.10,75.45,77.75,77.75,79.20,13,407,31351.00,
532345,GATI LTD.   ,A ,Q,106.20,111.50,106.00,108.65,108.65,105.20,3419,223654,24443470.00,
532348,SUBEX LTX   ,B ,Q,54.00,61.80,52.20,60.35,60.35,53.60,24909,8311892,483485654.00,
532349,TRANSPORT CO,A ,Q,276.55,283.75,275.80,280.10,275.80,270.70,103,1168,325889.00,
532350,PADMALAYA TE,XT,Q,2.45,2.57,2.34,2.55,2.55,2.45,22,3348,8243.00,
532351,AKSH OPTIFIB,B ,Q,6.49,6.59,6.00,6.24,6.31,6.33,204,102301,642860.00,
532356,TRIVENI ENGG,A ,Q,133.75,137.25,128.00,135.25,135.25,132.75,2675,56568,7495480.00,
532357,MUKTA ARTS  ,B ,Q,29.50,30.80,29.15,29.15,29.15,28.00,11,1705,51052.00,
532359,HITKIT GLOB ,X ,Q,0.38,0.38,0.38,0.38,0.38,0.38,2,423,160.00,
532362,NAGPUR POWER,X ,Q,29.80,31.95,29.80,31.35,30.30,31.25,10,628,19705.00,
532365,DYNACONS SYS,B ,Q,106.00,118.80,96.05,104.90,104.80,99.65,1837,73665,7607414.00,
532366,PNB GILTS   ,B ,Q,53.30,53.35,52.55,52.90,52.90,52.80,433,21858,1156701.00,
532368,BCG         ,B ,Q,7.41,7.77,7.41,7.77,7.77,7.40,496,642193,4936134.00,
532369,RAMCO INDS. ,A ,Q,285.25,288.35,283.05,283.75,283.80,283.35,419,7626,2177997.00,
532370,RAMCO  SYSTM,A ,Q,520.00,524.00,496.05,504.85,508.60,514.45,628,9744,4901676.00,
532371,TATA TELESER,B ,Q,12.74,13.38,12.52,13.38,13.38,12.75,1764,1783988,23761872.00,
532372,VIRINCHI    ,X ,Q,48.40,48.50,45.95,48.10,48.10,47.05,500,122587,5835318.00,
532373,WEPSOLN     ,X ,Q,17.25,17.25,16.75,16.90,16.85,17.05,15,3061,52542.00,
532374,STER TECH   ,A ,Q,226.00,230.50,222.05,223.65,224.30,226.70,1443,47967,10820328.00,
532375,TIPSINDUSTR ,B ,Q,637.00,646.35,615.00,645.45,646.35,618.50,262,2228,1411278.00,
532378,UNIVERSAL A ,X ,Q,0.87,0.87,0.87,0.87,0.87,0.87,6,1250,1087.00,
532379,FIRSTOBJ    ,X ,Q,4.88,5.11,4.88,5.11,5.11,4.88,2,199,977.00,
532380,BABA ARTS   ,X ,Q,11.59,11.88,10.21,11.51,11.85,11.59,30,3543,40570.00,
532382,BALAJI TELE.,A ,Q,57.90,60.00,56.80,58.15,58.70,57.05,637,56219,3268994.00,
532384,TYCHE INDS  ,X ,Q,243.00,244.80,224.50,229.20,229.20,233.60,1332,36072,8421771.00,
532386,CALIFORN.SOF,B ,Q,8.07,8.61,7.90,8.15,8.15,8.37,326,22460,184748.00,
532387,PRITISHN COM,T ,Q,38.60,42.60,38.60,42.60,42.50,40.60,469,62564,2539004.00,
532388,INDIAN OVER.,A ,Q,15.85,16.25,15.50,15.80,15.80,15.85,1832,1296640,20664697.00,
532390,TAJ GVK HOTL,A ,Q,109.75,110.20,109.00,109.60,109.75,109.95,146,3596,394004.00,
532391,OPTO CIRCUIT,T ,Q,4.95,4.97,4.51,4.78,4.78,4.74,509,644752,3060113.00,
532392,CREATIVE EYE,B ,Q,3.15,3.15,2.91,2.91,2.91,3.05,5,895,2633.00,
532395,AXISCADES   ,B ,Q,57.00,61.50,57.00,60.10,59.85,59.55,441,18746,1135222.00,
532397,KONNDOR     ,X ,Q,3.30,3.46,3.30,3.46,3.46,3.30,9,3386,11675.00,
532398,UMESL       ,B ,Q,2.81,2.96,2.77,2.96,2.96,2.89,13,9684,27293.00,
532400,BSOFT       ,A ,Q,245.85,256.90,241.20,252.80,252.60,244.20,2273,94000,23606587.00,
532402,USGTECH     ,X ,Q,1.85,1.85,1.85,1.85,1.85,1.85,1,4,7.00,
532404,SAVEN TECHNO,X ,Q,35.25,35.25,35.25,35.25,35.25,32.05,108,16140,568935.00,
532406,AVANTEL LTD ,X ,Q,420.20,428.95,413.10,419.65,419.65,420.85,263,9335,3896800.00,
532407,MOSCHIP     ,X ,Q,30.10,30.10,29.30,30.10,30.10,28.70,469,575566,17294396.00,
532408,MEGASOFT LTD,T ,Q,12.35,13.40,12.35,12.66,12.35,13.00,210,52065,652692.00,
532410,TRANSCORP IN,X ,Q,8.21,9.25,8.21,8.42,8.42,8.42,25,2420,20435.00,
532413,CEREBRA INTE,B ,Q,49.10,49.70,48.65,48.95,48.95,49.35,389,67420,3313897.00,
532416,MID-DAY MULT,B ,Q,4.30,4.30,4.10,4.15,4.15,4.30,21,3663,15333.00,
532419,SMARTLINK   ,B ,Q,85.90,87.65,85.90,86.70,87.65,85.90,30,795,68953.00,
532424,GODREJ CONS ,A ,Q,713.00,720.15,700.75,709.80,712.00,708.15,1544,40809,29005363.00,
532425,GENUSPRIME  ,X ,Q,6.19,6.19,5.95,5.95,5.95,6.07,5,214,1273.00,
532430,BF UTILI    ,A ,Q,280.40,284.10,271.50,272.30,272.30,280.30,682,20383,5628275.00,
532432,UNITD SPR   ,B ,Q,542.20,551.35,538.20,543.60,543.60,542.10,2298,60582,32969222.00,
532435,SANINFRA    ,X ,Q,80.10,91.00,80.10,88.35,90.00,82.95,99,8611,736344.00,
532439,OLECTRA     ,B ,Q,184.00,189.30,179.60,180.35,180.35,185.60,897,21829,3984764.00,
532440,MPS LTD     ,B ,Q,625.10,660.00,622.85,640.25,640.00,628.95,175,1752,1128339.00,
532441,RNBOWDENIM  ,X ,Q,1.13,1.13,1.13,1.13,1.13,1.17,4,240,271.00,
532443,CERA SANITAR,A ,Q,4098.40,4248.85,3931.25,3984.85,3952.20,4042.50,447,1297,5342794.00,
532444,T. SPIRITUAL,X ,Q,0.31,0.31,0.31,0.31,0.31,0.32,2,201,62.00,
532454,BHARTI ARTL ,A ,Q,561.90,564.25,552.60,558.35,558.70,559.90,4237,239743,133842279.00,
532455,SHALIMAR WIR,X ,Q,5.01,5.01,4.11,4.25,4.38,4.56,52,12135,51443.00,
532456,COMPUAGE INF,B ,Q,17.50,18.20,17.50,17.70,17.70,17.70,261,64774,1164876.00,
532457,GULSHAN POLY,B ,Q,157.95,158.00,152.85,155.45,154.50,153.20,800,23466,3641085.00,
532459,FAZE3AUTO   ,X ,Q,106.70,116.20,103.00,107.70,107.70,96.90,506,31533,3528205.00,
532460,PONNI SUG(ER,B ,Q,195.00,195.00,184.00,185.85,187.00,193.90,234,4228,793832.00,
532461,PUNJAB NATIO,A ,Q,37.55,37.80,36.20,36.40,36.40,37.45,11836,8162263,299127760.00,
532466,ORACLE FIN  ,A ,Q,3570.00,3586.40,3475.50,3490.90,3490.90,3543.55,1650,9910,34848955.00,
532467,HAZ MUL PRO ,XT,Q,4.85,5.23,4.85,4.90,5.21,5.10,25,8035,39352.00,
532468,KAMAHOLDING ,A ,Q,7025.00,7500.00,7020.00,7449.30,7450.00,7348.55,60,221,1630437.00,
532470,MATHER & PLA,XT,Q,6.10,6.10,6.10,6.10,6.10,5.81,2,3,18.00,
532475,APTECH LTD  ,A ,Q,206.00,207.95,200.50,202.80,202.80,205.10,1016,26565,5430713.00,
532477,UNION BANK L,A ,Q,37.10,37.10,35.55,36.15,36.15,36.50,1803,570860,20517409.00,
532478,UNITED BREWA,A ,Q,1214.95,1232.25,1191.65,1205.70,1215.00,1206.85,874,16350,19742990.00,
532479,ISMT LTD    ,B ,Q,14.44,14.44,14.44,14.44,14.44,13.76,52,17508,252815.00,
532481,NOIDA-TOLL B,B ,Q,6.04,6.04,5.79,5.91,5.91,5.92,14,5976,34964.00,
532482,GRANULES (I),A ,Q,356.00,358.30,348.00,351.50,351.50,352.45,9274,340735,120274825.00,
532483,CANARA BANK ,A ,Q,147.85,147.85,142.45,143.45,143.45,145.55,2956,481068,69174287.00,
532485,BALMER LA.IN,B ,Q,460.00,466.95,456.00,459.30,460.90,460.55,239,8683,3991452.00,
532486,POKARNA LTD ,B ,Q,253.35,254.75,242.35,249.40,246.40,249.05,346,6460,1588015.00,
532488,DIVI'S LAB. ,A ,Q,4064.80,4082.35,4019.45,4062.55,4053.00,4035.25,1504,23431,94939565.00,
532493,ASTRA MICRO ,A ,Q,117.50,117.90,116.00,116.75,116.75,117.25,232,7788,907919.00,
532497,RADICOKHAIT ,A ,Q,560.00,563.15,556.30,560.25,562.55,553.85,625,17634,9875798.00,
532498,SHRMCITYUN  ,A ,Q,1756.10,1756.10,1587.15,1618.25,1626.45,1655.70,455,13136,21154866.00,
532500,MARUTISUZUK ,A ,Q,6572.00,6705.00,6572.00,6665.90,6665.90,6591.90,5467,30427,202687207.00,
532503,RAJAPAMILLS ,X ,Q,718.90,719.75,703.20,715.00,715.00,703.25,43,656,470170.00,
532504,NAVIN FLUORI,A ,Q,3544.20,3640.60,3439.10,3624.00,3610.00,3469.85,2751,24848,88736671.00,
532505,UCOBANK     ,A ,Q,11.49,11.53,11.28,11.34,11.34,11.17,1524,604006,6890693.00,
532507,BAG FIL MED ,T ,Q,2.80,2.80,2.63,2.64,2.64,2.76,51,31511,84159.00,
532508,JSL         ,A ,Q,91.35,93.20,90.05,90.35,90.35,91.25,1599,97158,8913930.00,
532509,SUPRAJIT ENG,A ,Q,255.00,255.00,240.10,248.80,248.70,254.95,519,22066,5438285.00,
532513,TVSELE      ,B ,Q,138.45,138.45,132.25,134.40,134.60,135.40,254,5067,684613.00,
532514,INDRA GAS   ,A ,Q,511.55,522.00,508.00,519.65,519.65,508.75,2374,87638,45145781.00,
532515,TV TODAY    ,A ,Q,287.00,287.00,284.30,285.20,284.60,285.00,70,430,122606.00,
532521,PALRED      ,B ,Q,134.10,142.90,132.85,134.30,134.30,139.80,291,10409,1401106.00,
532522,PETRONET LNG,A ,Q,244.90,245.85,242.00,243.55,243.70,242.60,1242,81499,19881186.00,
532523,BIOCON LTD. ,A ,Q,384.25,384.25,377.55,379.60,379.60,381.30,4381,170244,64733384.00,
532524,PTC INDIA   ,A ,Q,83.75,84.10,82.90,83.50,83.50,83.30,479,61837,5152558.00,
532525,BANK MAHA   ,A ,Q,24.35,25.95,24.20,24.60,24.60,24.15,4866,2726216,68431460.00,
532527,RK FORGINGS ,A ,Q,575.60,581.50,568.00,573.35,575.55,573.00,62,409,234438.00,
532528,DATAM GLOB  ,B ,Q,119.30,140.80,118.40,139.00,139.00,119.30,3470,238809,32073108.00,
532529,NDTV        ,B ,Q,72.70,73.30,66.40,66.95,66.90,69.85,749,112845,8101890.00,
532531,STAR        ,A ,Q,864.90,880.95,848.05,854.40,853.00,852.35,2186,68661,59059053.00,
532532,JAIPRA      ,A ,Q,7.04,7.11,6.93,7.01,7.01,7.03,1405,1312469,9156189.00,
532538,ULTRATECH CM,A ,Q,6400.00,6426.05,6313.85,6406.20,6417.00,6377.30,1118,6047,38592730.00,
532539,MINDA IND   ,A ,Q,510.10,522.20,510.10,515.60,515.60,511.00,438,4945,2555984.00,
532540,TCS LTD.    ,A ,Q,3108.00,3134.25,3074.00,3111.30,3111.30,3096.35,8038,197177,611536008.00,
532541,COFORGE     ,A ,Q,2894.00,3448.00,2823.35,3397.40,3397.40,2892.45,19225,199125,645363371.00,
532543,GULFPETRO   ,B ,Q,47.40,47.40,44.50,44.60,44.50,44.60,428,15732,707695.00,
532548,CENTURYPLY  ,A ,Q,361.30,364.60,345.00,349.10,355.00,361.30,1751,31206,10973883.00,
532553,WELENT      ,A ,Q,103.90,103.90,100.65,101.05,101.10,100.80,518,14809,1501501.00,
532555,NTPC LTD    ,A ,Q,104.65,105.00,102.75,102.95,103.10,103.80,2178,352942,36532508.00,
532604,SALSTEEL    ,T ,Q,4.60,4.80,4.60,4.70,4.70,4.67,35,17393,82193.00,
532605,JBM AUTO    ,B ,Q,410.00,410.95,400.00,404.95,406.00,410.00,201,2100,848251.00,
532610,DWAR SUGAR  ,A ,Q,50.00,50.45,47.60,49.50,49.50,49.50,1668,374062,18217249.00,
532612,INDOCO REM  ,A ,Q,345.55,377.15,345.55,358.25,358.25,345.45,4113,113646,41233196.00,
532613,VIPCLOTHNG  ,B ,Q,13.51,13.61,13.10,13.41,13.41,13.37,125,23658,315380.00,
532616,XCHANGING   ,B ,Q,73.50,74.20,67.40,72.20,72.20,71.95,776,39994,2862854.00,
532617,JETAIRWAYS  ,Z ,Q,91.80,92.50,86.50,87.95,87.00,89.95,287,25766,2317697.00,
532621,MORARJETEX  ,B ,Q,14.07,14.12,13.90,13.91,13.90,14.12,9,955,13339.00,
532622,GATEWAY DIST,A ,Q,255.00,257.10,244.00,250.30,252.00,253.90,1340,36671,9179768.00,
532624,JINDALPH    ,T ,Q,54.50,54.50,54.05,54.05,54.05,56.85,10,337,18241.00,
532626,PONDY OXIDES,X ,Q,221.05,225.05,221.05,221.50,221.50,221.45,152,7189,1604702.00,
532627,JPPOWER     ,B ,Q,3.05,3.05,2.98,2.99,2.99,3.01,14287,3829404,11528609.00,
532628,3I INFOTECH ,B ,Q,7.70,7.90,7.45,7.75,7.75,7.68,5680,4358896,33170330.00,
532629,MCNALLYB    ,T ,Q,7.40,7.40,7.00,7.08,7.10,7.30,16,2993,21294.00,
532630,GOKALDAS    ,B ,Q,95.00,104.90,93.95,103.25,103.25,94.45,5112,266249,26766801.00,
532633,ALLSEC TECH ,B ,Q,330.00,341.00,330.00,335.80,337.00,349.80,171,2644,887179.00,
532636,IIFL        ,A ,Q,255.00,266.00,250.05,266.00,266.00,253.35,1491,77778,20537862.00,
532637,MAN DRUGORG ,B ,Q,142.75,142.75,137.55,138.55,138.55,139.95,655,10138,1420354.00,
532638,SHOPPER STOP,A ,Q,198.00,198.00,191.35,193.65,193.65,196.35,371,11915,2314339.00,
532640,CYBER MEDIA ,B ,Q,10.90,10.98,10.02,10.58,10.58,10.50,40,6041,61784.00,
532641,NDL         ,B ,Q,32.30,36.90,31.80,36.90,36.90,30.75,747,39855,1371277.00,
532642,JSWHL       ,A ,Q,4031.65,4060.00,3979.00,4000.00,4000.00,4032.50,30,84,337294.00,
532644,JK CEMENT   ,A ,Q,2780.15,2784.70,2749.80,2778.10,2784.40,2775.25,192,500,1385234.00,
532648,YES BANK    ,A ,Q,13.88,13.90,13.50,13.55,13.55,13.88,33952,24689666,335405703.00,
532649,NECTAR LIFE ,B ,Q,26.20,26.50,25.50,25.80,25.80,26.00,1070,99476,2591763.00,
532650,MSP STEEL   ,T ,Q,13.20,13.20,12.51,12.51,12.51,13.16,79,9929,125502.00,
532651,SPL INDS    ,B ,Q,36.00,36.50,35.40,36.05,36.05,35.80,217,1661,60101.00,
532652,KARNATAKA BK,A ,Q,63.90,63.90,61.05,62.45,62.45,62.75,546,68445,4267067.00,
532654,MCLEOD RUSSE,B ,Q,24.90,24.90,23.50,24.25,24.10,23.75,871,298451,7366088.00,
532656,FACOR ALLOYS,X ,Q,3.53,3.53,3.45,3.53,3.53,3.47,609,492304,1731238.00,
532659,IDFC        ,A ,Q,52.50,53.05,51.55,52.55,52.55,52.50,2250,317942,16612575.00,
532660,VIVIMED LABS,T ,Q,27.75,30.40,27.75,28.10,28.10,29.20,2012,765670,21520661.00,
532661,RANE MADRAS ,B ,Q,335.40,345.00,335.40,341.50,339.70,333.90,81,796,271196.00,
532662,HT MEDIA    ,B ,Q,21.10,22.40,20.55,21.05,21.05,21.05,333,14828,317295.00,
