SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
512453,SHRI JAGDAMB,X ,Q,519.75,538.00,516.00,525.75,528.00,530.35,98,1369,719817.00,
512455,LLOYDS MET E,X ,Q,17.50,17.50,17.50,17.50,17.50,16.70,125,109793,1921377.00,
512463,SHREE GLOBAL,X ,Q,4.53,4.53,4.53,4.53,4.53,4.45,97,42068,190568.00,
512477,BETEX INDIA ,X ,Q,47.00,47.90,46.20,47.90,47.90,47.00,13,476,22613.00,
512493,GARNET INTL ,XT,Q,32.55,32.60,30.25,30.25,30.25,31.10,13,6576,211440.00,
512499,SHALIMAR PRO,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,51,30247,14821.00,
512519,DONEAR IND. ,B ,Q,29.55,31.80,28.65,31.60,31.10,28.95,389,29455,915047.00,
512527,SUPER SAL IN,X ,Q,600.00,600.00,600.00,600.00,600.00,600.00,1,11,6600.00,
512529,SEQUENT     ,A ,Q,297.00,297.00,288.50,290.50,290.50,292.20,636,19985,5822622.00,
512531,STC INDIA   ,B ,Q,82.65,84.15,81.00,81.25,81.05,82.30,148,4277,350381.00,
512573,AVANTI FEEDS,A ,Q,483.90,488.05,475.50,480.95,479.05,477.10,540,11333,5440452.00,
512587,ZODIAC JRD  ,B ,Q,27.60,27.60,26.20,26.85,26.85,27.05,47,762,20494.00,
512589,SITA ENTER. ,X ,Q,10.74,11.80,10.74,11.80,11.80,11.30,8,371,4317.00,
512597,KEYFINSER   ,B ,Q,62.40,62.40,57.90,57.90,57.90,57.00,11,51,2994.00,
512599,ADANI ENTER ,A ,Q,1274.00,1311.70,1263.00,1287.30,1287.30,1267.85,12380,401805,516305555.00,
512604,HARIA EXPORT,X ,Q,1.21,1.21,1.21,1.21,1.21,1.16,8,575,695.00,
512608,BHANDARI HOS,B ,Q,2.35,2.41,2.30,2.33,2.33,2.39,36,56605,131739.00,
512618,RLF LIMITED.,XT,Q,3.95,3.95,3.95,3.95,3.95,4.15,1,100,395.00,
512624,REGENTRP    ,X ,Q,2.10,2.10,1.97,1.97,1.97,2.00,4,1368,2785.00,
512626,ORBIT EXPORT,B ,Q,57.00,59.90,56.45,58.55,59.00,59.20,113,3381,195116.00,
512634,SAVERA IND  ,X ,Q,45.20,45.20,43.00,43.00,43.00,43.10,43,65228,2805255.00,
513005,VBC FERRO   ,XT,Q,15.86,15.86,15.86,15.86,15.86,15.11,2,6,95.00,
513010,TATASTLLP   ,A ,Q,975.00,1024.40,961.10,989.90,995.00,975.65,1821,47608,48178261.00,
513023,NAV BHAR VEN,A ,Q,84.70,85.00,82.05,83.40,83.40,83.15,1044,60055,4993287.00,
513043,REMI EDEL   ,X ,Q,20.95,20.95,19.25,19.80,20.00,19.20,12,589,11453.00,
513059,G.S.AUTO INT,X ,Q,4.33,4.68,4.33,4.50,4.42,4.50,17,1007,4570.00,
513063,TRANSFREIGHT,XT,Q,7.82,8.21,7.82,8.21,7.87,7.82,6,841,6654.00,
513097,SHIV.BIMETAL,X ,Q,90.70,91.30,88.00,88.95,88.95,89.90,213,14572,1293232.00,
513108,GANDHI SP.TU,B ,Q,295.00,300.00,292.00,297.10,300.00,287.85,176,1421,421072.00,
513121,ORICON ENT  ,B ,Q,23.50,23.50,22.70,23.20,23.10,23.00,107,19875,461231.00,
513149,ACROW INDIA ,X ,Q,134.65,145.00,130.10,142.25,145.00,132.00,29,338,47839.00,
513173,STL STR INF ,X ,Q,4.20,4.20,4.01,4.01,4.01,4.20,4,1100,4601.00,
513179,NAT STL AGRO,T ,Q,4.96,4.96,4.74,4.74,4.74,4.98,4,1241,5889.00,
513216,UTTAM GALVA ,B ,Q,8.65,8.79,8.16,8.79,8.79,8.38,365,331099,2859769.00,
513228,PENNAR STEEL,B ,Q,19.50,19.80,18.80,19.40,19.05,19.35,973,123273,2383423.00,
513250,JYOTI STRUCT,Z ,Q,4.66,5.04,4.56,5.04,5.04,4.80,23,19275,91340.00,
513262,ST.STR.WHEEL,B ,Q,790.00,812.30,783.25,792.25,792.25,773.55,1017,8600,6863081.00,
513269,MAN IND.(I) ,B ,Q,95.00,99.35,91.45,97.40,97.40,92.00,3161,232196,22451965.00,
513303,MODERN STEEL,X ,Q,3.40,3.40,3.40,3.40,3.40,3.50,1,12,40.00,
513305,TERRASCOPE  ,X ,Q,1.52,1.52,1.52,1.52,1.52,1.60,49,46393,70517.00,
513309,GOLKONDA    ,Z ,Q,16.60,16.85,16.60,16.85,16.85,16.55,4,2700,45470.00,
513335,METALFORGE  ,Z ,Q,5.13,5.39,5.05,5.25,5.25,5.28,27,3026,15353.00,
513343,GRAND FOUND ,B ,Q,1.92,1.92,1.92,1.92,1.92,1.90,1,100,192.00,
513349,AJMERA      ,B ,Q,113.60,114.00,111.05,113.50,113.25,112.60,386,62551,7048259.00,
513353,COCHIN MIN. ,X ,Q,122.05,123.90,117.00,118.35,121.00,121.10,102,7443,894088.00,
513361,ISW LTD     ,X ,Q,0.95,0.95,0.87,0.91,0.93,0.91,562,849941,787247.00,
513369,RAJKUMAR FRG,X ,Q,41.00,42.40,40.40,42.40,42.40,42.25,11,232,9524.00,
513375,CARBORUNDUM ,A ,Q,560.00,562.95,539.65,552.90,552.15,556.95,2260,40096,22169123.00,
513377,MINERAL&METL,A ,Q,43.15,43.70,42.35,42.60,42.60,42.55,1837,1198804,51494097.00,
513397,VALLABH STEL,X ,Q,10.38,10.38,10.38,10.38,10.38,10.38,1,500,5190.00,
513401,ASHIANA ISP.,X ,Q,18.50,18.55,18.40,18.55,18.55,17.70,20,1435,26590.00,
513414,SMPL        ,Z ,Q,0.23,0.24,0.23,0.23,0.23,0.24,6,5265,1211.00,
513434,TATA METALIK,A ,Q,1170.00,1215.90,1131.00,1162.65,1162.65,1153.00,6731,74869,88233031.00,
513446,JSWISPL     ,B ,Q,55.70,55.70,55.70,55.70,55.70,53.05,118,89156,4965989.00,
513452,ELANGO INDUS,XT,Q,3.11,3.11,3.11,3.11,3.11,2.97,3,191,594.00,
513456,KANISHK ST. ,XT,Q,12.20,12.24,11.10,12.24,12.24,11.66,21,4317,52105.00,
513472,SIMPLEX CAST,X ,Q,15.38,15.40,13.55,14.51,14.51,15.00,35,8486,125814.00,
513488,SH.STEEL WIR,X ,Q,22.40,22.90,21.20,21.70,21.70,22.90,40,7195,160414.00,
513502,BARODA EXTR.,X ,Q,0.75,0.75,0.75,0.75,0.75,0.76,44,25754,19315.00,
513509,KALYANI FORG,T ,Q,189.55,189.55,189.55,189.55,189.55,188.45,1,20,3791.00,
513511,PANCH.STEEL ,X ,Q,52.00,53.80,50.25,53.20,53.30,51.90,23,1524,79776.00,
513513,ADITYA ISPAT,X ,Q,6.40,6.40,6.40,6.40,6.40,6.10,1,1,6.00,
513515,S.R.INDUS.  ,XT,Q,2.79,2.81,2.79,2.81,2.81,2.83,3,1060,2958.00,
513517,STEELCAST   ,X ,Q,132.75,139.90,132.55,135.05,135.00,132.20,41,3690,494362.00,
513519,PITTIENG    ,B ,Q,65.95,66.95,65.25,65.70,65.70,66.25,1035,105904,6971037.00,
513532,PRADEEP MET.,X ,Q,39.70,40.90,39.55,40.00,40.00,40.45,27,7605,303678.00,
513536,GNRL        ,X ,Q,12.81,13.58,12.80,13.00,13.00,12.94,32,5317,69693.00,
513540,T.N.STEEL TU,P ,Q,11.50,11.50,11.50,11.50,11.50,11.41,1,100,1150.00,
513548,SHARDA ISPAT,XT,Q,62.75,62.75,58.45,60.00,60.00,61.50,54,2868,170726.00,
513554,MAHA STEEL  ,B ,Q,89.10,91.50,87.25,89.60,87.35,89.35,134,4496,401377.00,
513558,REAL STRIPS ,X ,Q,7.07,7.07,6.77,6.77,6.77,7.07,8,612,4326.00,
513566,NOVA IRON&ST,XT,Q,13.66,13.66,13.66,13.66,13.66,13.40,15,1691,23099.00,
513599,HIND.COPPER ,A ,Q,152.20,160.00,151.95,156.40,156.40,151.30,13128,798504,125347089.00,
513605,SRIPIPES    ,A ,Q,188.00,195.55,188.00,190.70,191.10,192.80,649,18805,3597396.00,
513642,AXEL POLYMER,XT,Q,13.15,13.15,13.15,13.15,13.15,13.10,2,400,5260.00,
513683,NLCINDIA    ,A ,Q,48.25,49.75,48.25,49.45,49.45,48.30,1046,121979,5974397.00,
513687,SPECTRA IND.,XT,Q,3.20,3.20,3.19,3.20,3.20,3.13,6,225,719.00,
513691,JMT AUTO LTD,B ,Q,2.47,2.47,2.41,2.45,2.45,2.45,140,44732,108867.00,
513693,KIC METALIKS,X ,Q,49.75,49.75,47.50,49.75,49.75,47.40,206,108183,5374217.00,
513709,SHILP GRAVUR,X ,Q,106.00,107.00,100.00,100.30,101.50,104.35,136,4905,498834.00,
513713,WHITEORG    ,X ,Q,4.83,4.83,4.01,4.46,4.46,4.67,369,239295,1023544.00,
513729,ARO GRANITE ,B ,Q,42.90,44.00,41.35,42.50,42.50,42.90,67,5178,219071.00,
514010,HIM.FIBRES  ,X ,Q,1.50,1.51,1.50,1.50,1.50,1.50,7,4501,6751.00,
514030,DEEPAK SPINN,X ,Q,103.50,111.95,101.40,110.70,110.70,102.50,482,45559,4954859.00,
514034,JBF IND.LTD ,T ,Q,16.05,16.80,16.05,16.45,16.60,16.05,131,42742,700263.00,
514036,LOY.TEX MILL,X ,Q,497.45,497.45,480.00,480.10,480.00,482.30,8,196,94607.00,
514043,HIMAT.SEIDE ,A ,Q,153.55,158.15,153.25,153.75,153.95,156.55,403,5265,819642.00,
514045,BSL LTD.    ,B ,Q,38.75,45.70,38.40,45.70,45.70,38.10,616,79694,3562139.00,
514087,PBM POLYTEX ,X ,Q,53.95,53.95,51.25,53.50,53.50,51.90,5,129,6682.00,
514138,SURYALATA SP,X ,Q,136.00,136.00,131.55,135.00,135.00,134.00,20,1719,231030.00,
514140,SURYAVA SPIN,X ,Q,7.53,7.53,7.40,7.53,7.53,7.39,7,1360,10205.00,
514142,TT LTD.     ,B ,Q,45.30,50.05,45.00,49.10,49.00,46.00,224,2673,128059.00,
514162,WELSPUN (I) ,A ,Q,84.50,86.00,82.70,84.25,84.25,82.85,1451,168386,14194146.00,
514165,IND.ACRYLICS,X ,Q,12.64,12.64,12.15,12.23,12.23,12.25,317,156669,1928586.00,
514167,GANESH ECOSP,B ,Q,570.00,578.70,559.50,573.20,573.20,570.05,182,2082,1181732.00,
514175,VARDHMAN POL,B ,Q,18.60,18.60,17.60,18.05,18.05,18.15,251,3543,64309.00,
514183,BLA ROS IND ,X ,Q,180.00,180.00,175.10,177.25,177.25,178.45,1445,47316,8396452.00,
514211,SUMEET INDUS,T ,Q,4.21,4.43,4.21,4.36,4.43,4.42,25,7177,30453.00,
514215,BINNY LTD.  ,X ,Q,105.80,108.85,102.00,108.55,108.85,103.70,86,5832,613760.00,
514223,RAMGOPAL POL,XT,Q,1.55,1.55,1.55,1.55,1.55,1.48,1,1,1.00,
514234,SANGAM INDIA,T ,Q,87.35,87.35,87.35,87.35,87.35,83.20,7,2231,194877.00,
514248,SREECHEM RES,P ,Q,16.90,16.90,16.90,16.90,16.90,16.60,4,500,8450.00,
514264,SEASONS TEXT,X ,Q,6.28,6.28,6.28,6.28,6.28,6.10,1,2,12.00,
514266,ZENITH FIBRE,X ,Q,36.00,37.00,35.75,36.75,37.00,36.25,13,2223,81509.00,
514274,AARVEE DENIM,T ,Q,20.05,21.10,20.05,20.70,20.65,20.70,9,1819,37560.00,
514286,ASHIMA LTD. ,B ,Q,16.55,16.70,16.55,16.70,16.70,15.95,17,30605,511023.00,
514300,PIONEER EMB ,B ,Q,46.70,48.35,45.30,46.75,46.95,45.75,852,27821,1282506.00,
514302,VIPPY SPIN. ,X ,Q,47.30,50.80,47.30,49.85,49.85,48.20,9,490,24177.00,
514312,JAY HIND SYN,XT,Q,4.51,4.51,4.51,4.51,4.51,4.30,13,2764,12465.00,
514316,RAGHUVIR SYN,X ,Q,199.00,205.00,199.00,205.00,205.00,199.00,3,100,20494.00,
514322,KAMADGIRI   ,X ,Q,27.45,27.95,26.65,27.30,27.40,27.00,17,9195,251081.00,
514326,PATSPIN INDI,B ,Q,4.98,4.98,4.52,4.76,4.76,4.75,10,960,4618.00,
514330,ONEGLOBAL   ,X ,Q,5.50,5.61,5.50,5.61,5.61,5.50,4,750,4130.00,
514332,NEOINFRA    ,X ,Q,14.00,14.00,14.00,14.00,14.00,14.25,3,199,2786.00,
514354,PREMIER POLY,B ,Q,42.00,42.00,36.55,37.55,37.55,38.10,10,431,16788.00,
514360,KRRAIL      ,X ,Q,13.60,14.08,13.60,14.02,14.06,13.90,9,524,7232.00,
514386,GUJ COTEX   ,X ,Q,1.40,1.40,1.40,1.40,1.40,1.34,7,2519,3526.00,
514394,AJIL        ,X ,Q,26.95,27.70,24.20,27.05,27.55,26.55,69,9212,240611.00,
514400,GARWARE SYN.,X ,Q,10.15,10.15,10.15,10.15,10.15,9.96,2,135,1370.00,
514418,MANORG      ,X ,Q,622.00,635.00,609.00,631.95,631.95,611.45,907,31690,19874812.00,
514428,HINDU.ADHESI,X ,Q,112.00,112.50,110.00,110.60,112.40,109.00,16,423,46931.00,
514442,SRI KPR IND ,X ,Q,12.43,12.43,12.43,12.43,12.43,13.00,6,157,1951.00,
514448,JYOTI RESINS,X ,Q,671.95,678.90,623.00,662.20,662.00,659.90,445,9113,5921260.00,
514450,MAHA.RUBTECH,X ,Q,40.85,40.85,38.20,40.70,40.70,39.90,35,2463,98613.00,
514460,OSWAL YARNS ,XT,Q,5.10,5.10,5.00,5.00,5.00,5.10,5,50,251.00,
514470,WIMSOME TEXT,B ,Q,29.25,30.70,29.25,30.45,29.60,29.25,23,4590,137110.00,
515008,MOD.INSUL.  ,XT,Q,41.05,43.00,41.05,42.10,42.10,42.35,23,3718,156716.00,
515030,ASAHI IN.GLA,A ,Q,300.85,305.15,298.20,301.70,301.70,302.30,240,5716,1724958.00,
515037,MURD.CERAM  ,B ,Q,20.05,20.10,19.85,19.90,19.90,19.70,309,2633,52742.00,
515043,SAINT-GOBAIN,X ,Q,66.50,69.25,66.50,68.25,68.25,65.95,1291,230353,15690397.00,
515055,ANANTRAJ    ,B ,Q,56.40,56.40,53.10,53.40,53.40,55.40,758,44644,2412981.00,
515059,MADHUS.IND. ,X ,Q,11.66,12.84,11.66,12.47,12.47,12.27,21,1797,20965.00,
515085,RESTILE CER.,X ,Q,2.07,2.07,1.94,2.02,2.02,2.03,10,1994,4007.00,
515093,MADHAV MARB.,B ,Q,50.35,50.55,49.75,50.00,50.00,49.95,18,1604,80060.00,
515127,RAMASIGNS   ,X ,Q,1.98,1.98,1.89,1.89,1.89,1.98,2,8,15.00,
515145,HIND.NAT.GLS,B ,Q,34.15,35.85,33.00,35.10,35.85,34.15,161,24114,835220.00,
515147,HALDYN GLASS,XT,Q,43.20,43.50,41.60,42.55,42.55,43.05,1012,175825,7444768.00,
516003,DUROPLY     ,X ,Q,46.00,50.35,45.40,49.15,49.15,45.80,72,19132,937781.00,
516007,MANGALAM TIM,B ,Q,10.29,10.29,10.20,10.20,10.20,10.20,3,350,3572.00,
516016,SHREYANS IND,B ,Q,94.50,95.00,90.70,92.75,93.70,91.90,460,9042,846365.00,
516020,AGIO PAPER  ,X ,Q,2.00,2.00,1.99,1.99,1.99,2.09,2,2,3.00,
516022,STAR PAPER  ,B ,Q,127.00,127.00,123.45,124.70,125.05,127.55,281,3424,427357.00,
516030,YASHPAKKA   ,X ,Q,97.90,98.00,86.50,91.85,91.85,95.85,454,83594,7985708.00,
516062,NAT.PLYWOOD ,Z ,Q,4.77,4.77,4.77,4.77,4.77,4.55,2,11,52.00,
516064,ARROWGREEN  ,B ,Q,74.75,78.45,73.55,77.25,76.90,74.75,102,8132,632468.00,
516072,VISHNU CHEM ,B ,Q,326.75,335.95,315.25,325.45,325.00,323.35,97,761,246108.00,
516078,JUMBO BAG   ,Z ,Q,8.43,9.00,8.43,9.00,9.00,8.80,7,658,5559.00,
516082,N.R.AGARWAL ,B ,Q,228.00,228.00,211.05,213.70,213.70,222.60,409,3432,741917.00,
516086,SH.RAJES.PAP,XT,Q,1.33,1.36,1.33,1.36,1.36,1.40,3,1300,1765.00,
516092,3PLAND      ,B ,Q,10.75,12.32,10.60,12.32,12.32,10.27,130,27310,331108.00,
516096,SANGAL PAPER,XT,Q,74.10,74.10,74.10,74.10,74.10,70.60,3,242,17932.00,
516098,VENTURA TEXL,X ,Q,5.01,5.01,5.01,5.01,5.01,4.92,9,1400,7014.00,
516106,SH.KARTHIK P,X ,Q,1.84,1.84,1.84,1.84,1.84,1.90,2,915,1683.00,
516108,S.I.PAPER   ,X ,Q,83.00,85.00,81.35,82.15,82.10,81.50,66,9275,772327.00,
516110,SCANDENT    ,X ,Q,17.60,18.00,17.35,17.35,17.35,18.25,18,1171,20342.00,
517015,VINDHYA TELE,A ,Q,860.00,879.00,847.95,860.25,851.60,853.10,403,1997,1723989.00,
517035,RUTTONSHA IN,X ,Q,51.30,53.75,51.30,53.20,53.20,53.95,13,810,42180.00,
517041,ADORWELDING ,B ,Q,420.00,430.00,407.45,410.70,415.00,417.70,623,5318,2228305.00,
517059,SALZER ELEC ,B ,Q,121.60,121.60,118.00,120.55,120.00,122.45,369,15698,1888926.00,
517063,JETINFOTRAN ,X ,Q,38.05,38.05,38.05,38.05,38.05,38.05,3,225,8561.00,
517096,APLAB LTD.  ,X ,Q,17.20,17.20,16.95,17.20,17.20,16.95,7,687,11793.00,
517119,PCS TECH    ,X ,Q,5.80,5.80,5.01,5.10,5.59,5.28,23,2586,13756.00,
517146,USHA MART.LT,A ,Q,50.25,52.60,49.90,51.70,51.70,50.20,2692,475942,24435672.00,
517166,SPEL SEMICON,XT,Q,13.10,13.25,12.72,12.83,12.90,13.35,136,106847,1373158.00,
517168,SUBROS LTD. ,A ,Q,303.15,304.95,297.05,301.60,303.00,302.55,289,1705,514709.00,
517170,KLKELEC     ,XT,Q,17.10,17.10,17.10,17.10,17.10,18.00,1,100,1710.00,
517174,HONEYWELL   ,A ,Q,42000.40,42500.00,41900.00,42287.05,42490.00,42153.90,146,206,8677576.00,
517201,SWITCH.TECH.,X ,Q,45.15,45.15,45.15,45.15,45.15,43.00,1,1,45.00,
517206,LUMAX IND   ,B ,Q,1520.00,1540.00,1520.00,1528.30,1526.40,1520.60,58,202,308877.00,
517214,DIGISPICE   ,B ,Q,30.45,31.70,30.00,31.60,31.70,30.45,775,37088,1165971.00,
517230,PREM.AU.ELEC,Z ,Q,6.65,6.65,6.65,6.65,6.65,6.99,11,1415,9409.00,
517236,CALCOM VISIO,XT,Q,21.70,22.50,21.70,21.70,21.70,22.75,3,900,19610.00,
517238,DYNAVISION  ,XT,Q,65.60,65.65,63.20,65.65,65.65,62.55,21,2319,151659.00,
517246,BCC FUBA    ,XT,Q,13.58,13.58,13.58,13.58,13.58,13.85,7,2028,27540.00,
517258,PRECISION EL,XT,Q,32.50,32.50,32.50,32.50,32.50,31.00,2,10,325.00,
517264,FINELINE CI ,XT,Q,29.45,29.45,26.80,27.15,27.95,28.20,22,1063,28894.00,
517271,HBL P SYS   ,B ,Q,35.50,35.50,34.00,34.10,34.00,34.35,970,44330,1527777.00,
517273,S&S POWER SW,B ,Q,21.00,21.00,19.95,21.00,21.00,21.00,12,176,3617.00,
517288,GUJARATPOLY ,X ,Q,6.80,6.80,6.80,6.80,6.80,6.80,6,209,1421.00,
517300,GUJ.IND.POW.,A ,Q,76.10,76.35,75.35,75.85,75.65,75.45,333,6725,509904.00,
517330,CMI LTD.    ,B ,Q,42.65,42.90,41.80,42.05,42.05,42.60,219,5117,216849.00,
517334,MOTHERSON SS,A ,Q,222.00,225.60,215.90,222.20,222.20,219.90,11369,1236363,273562170.00,
517344,MINDTECK (I),B ,Q,50.80,53.00,50.80,51.35,51.00,51.80,147,8020,416657.00,
517354,HAVELLSINDIA,A ,Q,1009.40,1010.00,988.70,1006.55,1006.55,997.95,1927,28914,28918583.00,
517356,ACI INFOCOM ,X ,Q,0.30,0.30,0.29,0.29,0.29,0.30,14,17941,5237.00,
517370,INCAP LTD.  ,XT,Q,22.20,22.20,22.20,22.20,22.20,21.85,1,1,22.00,
517372,GUJ.INTRUX  ,X ,Q,98.10,100.00,98.10,100.00,100.00,98.60,5,337,33601.00,
517380,IGARSHI MOT ,A ,Q,375.90,446.15,375.15,446.15,446.15,371.80,3948,126270,52002432.00,
517385,SYMPHONY    ,A ,Q,1119.75,1142.00,1088.80,1096.75,1100.00,1096.30,1975,19471,21645416.00,
517393,VINTRON INF.,X ,Q,0.55,0.56,0.55,0.56,0.56,0.57,6,1600,881.00,
517397,PAN ELECTR. ,XT,Q,8.25,8.65,8.25,8.65,8.65,8.25,3,224,1901.00,
517415,LEE&NEE SOFT,XT,Q,2.50,2.55,2.40,2.41,2.41,2.43,24,7265,17634.00,
517417,PATEL AIRTEM,X ,Q,149.00,149.00,142.65,144.90,145.80,143.85,113,5578,805236.00,
517421,BFLYGANDHI  ,B ,Q,634.00,638.90,611.00,613.75,612.00,630.10,371,4713,2924492.00,
517429,ATHENAGLO   ,XT,Q,36.45,36.45,34.75,36.45,36.45,34.75,15,2161,76775.00,
517437,DUTRON POLY.,XT,Q,148.80,148.80,148.80,148.80,148.80,156.45,1,1,148.00,
517447,R.S.SOFTWARE,B ,Q,27.20,29.45,26.90,28.65,29.00,26.80,300,11459,325287.00,
517449,MAGNA ELECTR,X ,Q,157.00,157.00,152.50,155.00,155.00,157.60,32,5493,851422.00,
517477,ELNET TECH. ,X ,Q,131.95,131.95,124.60,125.35,127.95,128.00,36,590,75026.00,
517494,ACCEL       ,X ,Q,12.81,13.49,12.77,13.40,13.40,13.44,22,1048,14021.00,
517498,WEBELSOLAR  ,B ,Q,42.50,42.50,41.00,41.35,41.20,42.55,287,15070,627643.00,
517500,ROTO PUMPS  ,X ,Q,215.00,215.00,205.05,207.85,207.85,213.30,589,33605,7101924.00,
517506,TTK PRESTIGE,A ,Q,7486.05,7499.65,7369.35,7431.85,7389.05,7424.55,68,143,1064249.00,
517514,DHINDIA     ,X ,Q,15.45,15.45,15.25,15.30,15.30,15.25,5,601,9228.00,
517522,RAJ GLO WIR ,B ,Q,1080.50,1080.65,1050.35,1071.90,1059.50,1070.75,212,1704,1817968.00,
517530,SURANATP    ,B ,Q,4.15,4.24,4.14,4.19,4.19,4.17,5,2454,10182.00,
517536,ONWARD TECHN,B ,Q,115.20,127.00,110.20,124.40,124.40,113.60,796,16009,1974597.00,
517544,CENTUM ELEC ,B ,Q,396.40,406.90,389.65,392.05,390.00,392.05,38,111,44214.00,
517546,ALFA TRANSFO,X ,Q,12.99,12.99,11.85,12.29,12.29,12.44,15,1839,22433.00,
517554,NHCFOODS    ,X ,Q,7.55,7.55,6.99,7.00,7.00,6.87,24,9868,71110.00,
517562,TRIGYN TECH ,B ,Q,79.95,84.00,78.65,81.70,81.90,79.95,1034,57422,4726087.00,
517569,KEI INDUST. ,A ,Q,527.15,531.95,514.60,522.65,524.00,522.90,434,4681,2458578.00,
517571,IMPPOWERS   ,B ,Q,15.30,15.30,14.60,14.75,14.70,13.95,9,648,9621.00,
518011,KEERTHI     ,XT,Q,119.45,119.45,119.45,119.45,119.45,113.80,14,598,71431.00,
518029,GUJ.SIDH.CEM,B ,Q,35.55,38.00,35.05,35.75,35.75,35.30,535,28995,1038910.00,
518075,SURAJ PRODUC,Z ,Q,37.95,37.95,34.70,37.80,37.80,36.50,12,2778,99397.00,
518091,ANJANI PORTL,B ,Q,213.65,214.35,212.00,213.50,212.85,211.70,34,1072,228881.00,
519003,MODINATURAL ,X ,Q,80.90,85.50,79.00,80.50,80.50,81.00,41,4863,397065.00,
519091,TASTY BITE  ,A ,Q,15749.95,15750.00,14801.60,15016.10,15016.10,15574.60,91,177,2694826.00,
519097,RITESH INTER,X ,Q,39.75,39.75,36.30,38.85,38.55,37.95,88,6663,258596.00,
519105,AVT NATURAL ,B ,Q,49.10,53.90,49.10,52.65,52.55,51.05,661,47910,2528597.00,
519126,HIND.FOODS  ,B ,Q,2220.00,2270.00,2100.00,2146.55,2144.45,2170.45,1291,5345,11834072.00,
519136,NAHAR INDUST,B ,Q,55.90,56.85,52.65,53.70,54.00,55.05,216,15352,839955.00,
519156,VADILAL IND ,B ,Q,1035.25,1046.65,1013.55,1024.10,1025.45,1038.80,324,2127,2182995.00,
519174,ASHIANA AGRO,XT,Q,4.79,4.80,4.79,4.79,4.79,4.88,24,6244,29929.00,
519183,ADF FOODS LT,A ,Q,930.00,930.00,897.10,900.65,904.20,906.65,442,3700,3348240.00,
519191,RGRL        ,X ,Q,26.25,26.80,25.80,26.30,26.60,26.40,113,18225,480030.00,
519216,AJANTA SOYA ,X ,Q,92.40,92.95,85.40,87.75,86.60,91.10,369,32033,2834255.00,
519224,WILLIAM.MAGO,B ,Q,17.70,18.70,17.50,17.75,17.60,19.40,65,4977,88654.00,
519230,RICHIRICH   ,X ,Q,3.31,3.31,3.31,3.31,3.31,3.48,2,250,827.00,
519234,SIEL        ,XT,Q,20.80,21.80,20.50,21.00,21.00,20.80,4,684,14254.00,
519242,SARDA PROT. ,XT,Q,20.60,20.60,20.60,20.60,20.60,19.65,3,550,11330.00,
519260,SANWARIA    ,Z ,Q,0.59,0.60,0.58,0.60,0.60,0.58,299,768013,453253.00,
519262,PRIMA AGRO L,XT,Q,21.20,21.20,20.20,21.15,21.20,20.20,31,2704,57251.00,
519285,TARAI FOODS ,XT,Q,4.09,4.09,4.09,4.09,4.09,4.30,3,302,1235.00,
519287,MODERN DAIRI,X ,Q,8.70,8.87,8.27,8.28,8.27,8.70,134,32751,273928.00,
519295,BAMBINO AGRO,X ,Q,218.00,220.00,212.55,215.05,215.00,217.25,102,3868,836514.00,
519299,PRIME INDS. ,Z ,Q,7.23,7.37,7.23,7.37,7.37,7.23,60,9709,71475.00,
519307,VIKAS WSP   ,B ,Q,5.54,5.59,5.54,5.54,5.54,5.83,189,340637,1887455.00,
519319,JATALIA     ,XT,Q,6.06,6.06,6.06,6.06,6.06,6.37,3,31,187.00,
519359,POONA DAL   ,X ,Q,36.00,38.00,36.00,36.45,36.35,37.85,48,1267,46731.00,
519367,TRANSGL.FOOD,X ,Q,182.60,182.60,166.00,166.00,166.00,166.00,16,312,51979.00,
519383,ANIK INDS   ,B ,Q,11.91,13.10,10.82,12.39,12.50,11.91,885,193039,2396289.00,
519397,SHARAT INDUS,XT,Q,28.60,29.90,27.80,27.80,27.80,28.70,14,2725,77962.00,
519415,KMGMILK     ,P ,Q,20.00,20.00,20.00,20.00,20.00,20.00,1,100,2000.00,
519421,KSE LIMITED ,XT,Q,2103.45,2130.00,2080.00,2091.35,2088.20,2103.20,48,562,1181791.00,
519455,NARBADA     ,X ,Q,26.70,26.75,26.00,26.00,26.00,25.50,8,301,8021.00,
519457,VIRAT CRANE ,X ,Q,21.20,23.90,21.20,23.00,23.00,22.85,37,3449,80399.00,
519475,CHORDIA FOOD,X ,Q,111.00,134.25,110.00,134.25,134.25,111.90,147,9104,1183811.00,
519477,CIANAGRO    ,XT,Q,34.55,36.25,34.55,35.00,35.00,34.55,6,742,26026.00,
519483,TAI INDUST. ,XT,Q,12.00,12.51,11.33,11.33,11.33,11.92,14,646,7957.00,
519494,N K INDUST. ,T ,Q,21.45,21.45,21.45,21.45,21.45,20.45,2,2000,42900.00,
519500,BKV INDUSTRS,XT,Q,6.10,6.13,6.10,6.13,6.13,6.01,4,870,5324.00,
519532,ASIAN TEA   ,X ,Q,17.25,17.50,15.00,15.80,15.40,16.70,76,8256,129918.00,
